period,calendar_year,calendar_month,year_month,revenue,other_operating_income,operating_costs,non_core_operating_items,ebitda_adjustments,ebitda,ebit,financial_result,ebt,income_tax,net_profit,ebitda_margin,ebit_margin,ebt_margin,net_profit_margin,cash_balance,inventory_balance,receivables_balance,other_current_assets_balance,current_assets,current_liabilities_balance,net_working_capital,operating_working_capital,nwc_change,current_ratio,quick_ratio,cash_ratio,dso_days,dio_days,dpo_days,cash_conversion_cycle_days,operating_cash_flow,investing_cash_flow,financing_cash_flow,net_cash_change,opening_cash,closing_cash,free_cash_flow,ebitda_status,working_capital_status,liquidity_status,cash_flow_status,month,quarter,month_sin,month_cos,revenue_lag_1,revenue_lag_3,revenue_lag_12,ebitda_lag_1,ebitda_lag_12,net_profit_lag_1,net_profit_lag_12,cash_lag_1,cash_lag_12,nwc_lag_1,nwc_lag_12,revenue_rolling_3m,revenue_rolling_6m,revenue_rolling_12m,ebitda_rolling_3m,cash_rolling_3m,revenue_mom_pct,revenue_yoy_pct,ebitda_yoy_pct,net_profit_yoy_pct,ebitda_margin_change_pp,net_margin_change_pp
2025-04-01,2025,4,2025-04,-9908902.12,-28581091.2,-40153451.26,-73952773.0,-10543642.48,-152596217.58,-163139860.06,-4569660.47,-167709520.53,-9112355.83,-176821876.36,15.399911688702804,16.46396927574051,16.925136458003482,17.844749521049867,1041229329.98,621728575.34,-250059942.35,0.0,1412897962.97,-3944446201.68,5357344164.65,4316114834.67,63173257.08,-0.358199323993372,-0.20057806525362898,-0.26397351535344166,,454.9434382243934,-2938.4440139542317,3393.387452178625,-212042227.94,0.0,-12365008.34,-224407236.28,1023820066.96,1041229329.98,-212042227.94,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,4,2,0.8660254037844387,-0.4999999999999998,-10001693.25,-9637635.99,-8490091.82,-52491567.7,-234028313.02,-94965100.6,-264893991.8,1023820066.96,821567057.22,5294170907.57,4534423211.85,-9622859.636666669,-8882647.826666666,-8991075.7925,-124955790.30333334,1022270391.4300002,-0.9277542080187384,16.711365790623447,-34.79583063654389,-33.24806079652275,1015.1643581700022,834.9847185387853
2025-05-01,2025,5,2025-05,-8180535.49,-8783528.8,-38978111.51,-8576105.0,-2014834.2,-64518280.8,-66533115.0,-2644636.78,-69177751.78,-7431982.7,-76609734.48,7.88680409477693,8.133100220802294,8.456384287381168,9.364880156518947,1059734024.58,633117282.48,-272459082.37,0.0,1420392224.69,-3985738817.2,5406131041.89,4346397017.31,48786877.24,-0.35636861566554734,-0.19752296332429137,-0.2658814521430353,,499.00085054710746,-3153.510086323831,3652.510936870938,-104877082.92,0.0,-36009134.6,-140886217.52,1041229329.98,1059734024.58,-104877082.92,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,5,2,0.49999999999999994,-0.8660254037844387,-9908902.12,-8957983.54,-9772195.34,-152596217.58,-147888224.15,-176821876.36,-170486262.71,1041229329.98,840383328.3,5357344164.65,4543675602.18,-9363710.286666669,-9118664.001666667,-8858437.471666666,-89868688.69333334,1041594473.8400002,-17.442564363528092,-16.287638494954603,-56.37361854141921,-55.063983888065835,-751.3107593925874,-847.986936453092
2025-06-01,2025,6,2025-06,-10325468.95,-1338184.4,-39118940.69,-2833773.0,-3952424.38,-53616367.04,-57568791.42,-6877503.38,-64446294.8,-9014329.09,-73460623.89,5.19263263485965,5.5754166419724696,6.241488412010575,7.11450726797256,1072995553.17,643681302.7,-301129255.39,0.0,1415547600.48,-4037178681.65,5452726282.13,4379730728.96,46595240.24,-0.35062792908176754,-0.19118953077017073,-0.26577856413614703,,489.58326682388497,-3076.3553501210617,3565.9386169449467,-102841911.16,0.0,-43814143.48,-146656054.64,1059734024.58,1072995553.17,-102841911.16,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,6,2,1.2246467991473532e-16,-1.0,-8180535.49,-10001693.25,-8182499.02,-64518280.8,-212173463.8,-76609734.48,-225804337.79,1059734024.58,856458586.94,5406131041.89,4580163924.13,-9471635.520000001,-9502036.556666667,-9037018.299166666,-90243621.80666667,1057986302.5766667,26.21996399406854,26.189675363994127,-74.72993743904746,-67.46713344438979,-269.41714599172803,-225.03728885463863
2025-07-01,2025,7,2025-07,-9325931.14,-63382777.6,-44403005.7,-268110286.0,-3187985.77,-385222000.44,-388409986.21,14370.02,-388395616.19,-7392775.83,-395788392.02,41.30654565823869,41.64838667359064,41.646845806541094,42.43955762469848,1098975873.09,657470179.64,-270513658.06,0.0,1485932394.67,-4292257116.98,5778189511.65,4679213638.56,325463229.52,-0.3461890455703853,-0.19301318454400976,-0.25603682238477626,,454.20006277345317,-2907.6017004579717,3361.8017632314245,-692083315.85,0.0,-242761647.0,-934844962.85,1072995553.17,1098975873.09,-692083315.85,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,7,3,-0.4999999999999997,-0.8660254037844388,-10325468.95,-9908902.12,-9812672.83,-53616367.04,-151293570.5,-73460623.89,-167111602.45,1072995553.17,881626342.32,5452726282.13,4684505414.79,-9277311.860000001,-9450085.748333333,-8996456.491666665,-167785549.42666665,1077235150.28,-9.680313938671025,-4.960337498585488,154.61888378131707,136.84076163318485,3611.391302337904,3532.505035672592
2025-08-01,2025,8,2025-08,-6817721.9,-11501487.6,-38144710.91,-44412392.0,-2854658.33,-100876312.41,-103730970.74,-2385696.18,-106116666.92,-8076136.98,-114192803.9,14.796190558902087,15.214902024677775,15.564827735199936,16.749407731048695,1119833332.86,651320706.25,-289909388.69,0.0,1481244650.42,-4448953023.96,5930197674.38,4810364341.52,152008162.73,-0.3329422995573796,-0.18654365188852615,-0.2517071605002562,,531.8236328795132,-3551.967073606798,4083.790706486311,-242488848.53,0.0,-149676362.12,-392165210.65,1098975873.09,1119833332.86,-242488848.53,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,8,3,-0.8660254037844385,-0.5000000000000004,-9325931.14,-8180535.49,-10107090.96,-385222000.44,-82276126.91,-395788392.02,-112739903.6,1098975873.09,897249291.87,5778189511.65,4701264759.16,-8823040.663333336,-9093375.475,-8722342.403333334,-179904893.29666665,1097268253.04,-26.895000642262946,-32.545161342844,22.607026118701867,1.2887187709108572,-2651.0355099336603,-2569.0149893649786
2025-09-01,2025,9,2025-09,-7537122.84,-34593058.8,-40232429.43,-11537956.0,-2203564.53,-93900567.07,-96104131.6,-8558949.47,-104663081.07,-2897480.41,-107560561.48,12.458410067521204,12.750771566302348,13.886344072110148,14.27077198598504,1131411798.88,683027412.25,-282762190.95,0.0,1531677020.18,-4464884636.32,5996561656.5,4865149857.62,66363982.12,-0.3430496294843628,-0.19007201239346355,-0.2534022468747413,,497.4897628870333,-3323.377852108992,3820.867614996025,-160142513.05,0.0,-10422436.09,-170564949.14,1119833332.86,1131411798.88,-160142513.05,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,9,3,-1.0,-1.8369701987210297e-16,-6817721.9,-10325468.95,-7948529.02,-100876312.41,-65365954.66,-114192803.9,-76121050.49,1119833332.86,916408030.47,5930197674.38,4805483403.87,-7893591.960000002,-8682613.74,-8688058.555,-193332959.97333333,1116740334.9433334,10.551925563288211,-5.175878190352257,43.65363063757324,41.301993059239514,-233.7780491380883,-247.86357450636558
2025-10-01,2025,10,2025-10,-8543129.62,-21907910.8,-40133649.8,-25716132.0,-14934722.64,-96300822.22,-111235544.86,-3939816.78,-115175361.64,-3256229.56,-118431591.2,11.27231196335284,13.020467885631824,13.48163574275723,13.86278758111597,1149750983.18,696818791.22,-294079625.93,0.0,1552490148.47,-4475501538.16,6027991686.63,4878240703.45,31430030.13,-0.34688629536440085,-0.19119004874742815,-0.25689880192794967,,532.9098215678605,-3452.862782104607,3985.7726036724675,-116587714.39,0.0,-3812728.96,-120400443.35,1131411798.88,1149750983.18,-116587714.39,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,10,4,-0.8660254037844386,0.5000000000000001,-7537122.84,-9325931.14,-8774035.38,-93900567.07,-165436982.63,-107560561.48,-179205778.83,1131411798.88,932357750.04,5996561656.5,4880559246.69,-7632658.120000002,-8454984.99,-8668816.408333333,-97025900.56666666,1133665371.64,13.34735815450765,-2.63169396975923,-41.790027423688635,-33.91307357763961,-118.60981041683641,-40.798440486906884
2025-11-01,2025,11,2025-11,-8796003.97,-34105744.4,-37221575.71,-63402564.0,-3602830.57,-143525888.08,-147128718.65,1881719.38,-145246999.27,-7029964.35,-152276963.62,16.317169543069227,16.726768104221307,16.512839212599854,17.312061720226804,1171162614.71,708371693.53,-286982694.14,0.0,1592551614.1,-4533462224.5,6126013838.6,4954851223.89,98022151.97,-0.35128816238799565,-0.19503414317464993,-0.25833734940609737,,566.2806280817175,-3630.5409930185892,4196.821621100306,-225284653.49,0.0,-83802741.83,-309087395.32,1149750983.18,1171162614.71,-225284653.49,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,11,4,-0.5000000000000004,0.8660254037844384,-8543129.62,-6817721.9,-6764438.44,-96300822.22,-95355153.93,-118431591.2,-123659217.18,1149750983.18,951113130.18,6027991686.63,4940236126.35,-8292085.476666669,-8557563.07,-8838113.535833333,-111242425.79,1150775132.256667,2.9599732328537742,30.033025623927468,50.517179370673595,23.14242892088152,504.48575797163875,344.92741391108336
2025-12-01,2025,12,2025-12,-10589119.21,-42919612.0,-42526185.23,-106015254.0,-3323333.8,-202050170.44,-205373504.24,-3954542.65,-209328046.89,-6866193.71,-216194240.6,19.0809232036212,19.394767418054215,19.768220825422173,20.416640545120465,1191000681.54,721432846.67,-275761389.3,0.0,1636672138.91,-4613138070.94,6249810209.85,5058809528.31,123796371.25,-0.35478498881705967,-0.19839841733883015,-0.25817581507967197,,521.1370418775745,-3333.7649218370766,3854.901963714651,-316829211.22,0.0,-71769624.7,-388598835.92,1171162614.71,1191000681.54,-316829211.22,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,12,4,-2.4492935982947064e-16,1.0,-8796003.97,-7537122.84,-8025233.62,-143525888.08,-84370933.87,-152276963.62,-93047826.29,1171162614.71,971213700.39,6126013838.6,4954590488.2,-9309417.600000001,-8601504.780000001,-9051770.668333335,-147292293.58,1170638093.1433334,20.385566515382102,31.947800044230988,139.47840941445776,132.3474381080031,276.37536605519733,310.4578824893661
2026-01-01,2026,1,2026-01,-7971258.77,0.0,-43345420.01,0.0,-1705523.51,-51316678.78,-53022202.29,1000430.41,-52021771.88,-1727533.61,-53749305.49,6.437713322409178,6.651672442193217,6.526167746025889,6.742888048282492,1215785349.18,719506219.1,-306233406.37,0.0,1629058161.91,-4625318202.04,6254376363.95,5038591014.77,4566154.1,-0.35220455993525,-0.19664635017085774,-0.26285442343053866,,515.2690991177917,-3303.6032918392293,3818.872390957021,-31825268.44,0.0,23647528.55,-8177739.89,1191000681.54,1215785349.18,-31825268.44,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,1,1,0.49999999999999994,0.8660254037844387,-10589119.21,-8543129.62,-9637635.99,-202050170.44,-162094367.12,-216194240.6,-175252133.94,1191000681.54,985415401.41,6249810209.85,5113841548.15,-9118793.983333336,-8375726.051666667,-8912905.9,-132297579.09999998,1192649548.4766667,-24.72217365848317,-17.29031083690058,-68.34147929273213,-69.3302989917362,-1264.3209881212024,-1367.3752496837974
2026-02-01,2026,2,2026-02,-8864463.19,0.0,-36543014.98,0.0,-112248.9,-45407478.17,-45519727.07,2444902.46,-43074824.61,-1045194.59,-44120019.2,5.122417138719034,5.135079935957182,4.859270514946997,4.977178905742627,1239639187.52,746130294.55,-331388318.69,0.0,1654381163.38,-4633627122.16,6288008285.54,5048369098.02,33631921.59,-0.3570380437968426,-0.19601293865152708,-0.26753106256468323,,561.5002265776375,-3547.1959445531224,4108.6961711307595,-53785853.55,0.0,-31007236.25,-84793089.8,1215785349.18,1239639187.52,-53785853.55,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,2,1,0.8660254037844386,0.5000000000000001,-7971258.77,-8796003.97,-8957983.54,-51316678.78,-169779585.63,-53749305.49,-200267995.06,1215785349.18,1001761777.35,6254376363.95,5195178146.06,-9141613.723333335,-8716849.6,-8905112.5375,-99591442.46333332,1215475072.7466667,11.205312056379269,-1.0439888573405387,-73.2550424118973,-77.96951071149351,-131.5296183690144,-176.57091425398653
2026-03-01,2026,3,2026-03,-10944875.87,0.0,-42107120.87,0.0,-2020071.15,-53051996.74,-55072067.89,-3950208.85,-59022276.74,-8786682.02,-67808958.76,4.847199490440635,5.031767243788759,5.3926858048505215,6.195498200748439,1256856159.98,759713266.77,-361216964.73,0.0,1655352462.02,-4647262439.31,6302614901.33,5045758741.35,14606615.79,-0.3561994795081505,-0.19272404064681564,-0.27045086788053463,,554.3142043009981,-3416.3767370111573,3970.6909413121552,-63178530.94,0.0,20381882.62,-42796648.32,1239639187.52,1256856159.98,-63178530.94,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,3,1,1.0,6.123233995736766e-17,-8864463.19,-10589119.21,-10001693.25,-45407478.17,-52491567.7,-44120019.2,-94965100.6,1239639187.52,1023820066.96,6288008285.54,5294170907.57,-9260199.27666667,-9284808.438333333,-8983711.089166667,-49925384.56333333,1237426898.8933334,23.469133273032416,9.43022942640237,1.0676553674353384,-28.595917519619828,-27.521764827839945,121.8319295005812
2026-04-01,2026,4,2026-04,-9759973.18,0.0,-38744533.56,0.0,-1918296.22,-48504506.74,-50422802.96,-2112131.23,-52534934.19,-7008588.45,-59543522.64,4.969737707824316,5.166284991779045,5.382692474775838,6.100787526959167,1278044199.59,755215171.8,-391693616.16,0.0,1641565755.23,-4660577041.1,6302142796.33,5024098596.74,-472105.0,-0.3522237140923979,-0.1901804380903017,-0.2742244551091796,,586.5066498570592,-3603.5429872949026,4190.049637151961,-35965081.81,0.0,-7183698.21,-43148780.02,1256856159.98,1278044199.59,-35965081.81,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,4,2,0.8660254037844387,-0.4999999999999998,-10944875.87,-7971258.77,-9908902.12,-53051996.74,-152596217.58,-67808958.76,-176821876.36,1256856159.98,1041229329.98,6302614901.33,5357344164.65,-9856437.413333334,-9487615.698333332,-8971300.344166666,-48987993.88333333,1258179849.03,-10.826095280329561,-1.5029812404686371,-68.21382108336267,-66.32570365966906,12.253821738368131,-9.471067378927156
2026-05-01,2026,5,2026-05,-7632254.5,0.0,-35219439.52,0.0,-1133306.54,-42851694.02,-43985000.56,-184571.41,-44169571.97,-8269544.92,-52439116.89,5.614552557176912,5.7630416490959515,5.787224727634541,6.870724356741511,1297832690.52,762547514.6,-419935464.13,0.0,1640444740.99,-4671573166.5,6312017907.49,5014185216.97,9875111.16,-0.3511546715683876,-0.18792325306717425,-0.2778149125067332,,667.9641118604604,-4107.05934532714,4775.023457187601,-41392430.58,0.0,-70222744.08,-111615174.66,1278044199.59,1297832690.52,-41392430.58,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,5,2,0.49999999999999994,-0.8660254037844387,-9759973.18,-8864463.19,-8180535.49,-48504506.74,-64518280.8,-59543522.64,-76609734.48,1278044199.59,1059734024.58,6302142796.33,5406131041.89,-9445701.183333335,-9293657.453333333,-8925610.261666667,-48136065.833333336,1277577683.3633335,-21.80045621805694,-6.702262836830508,-33.5820894657193,-31.55032157996849,64.48148493525964,76.99368297823438
2026-06-01,2026,6,2026-06,-8835072.4,0.0,-42734507.23,0.0,-908193.47,-51569579.63,-52477773.1,670439.7,-51807333.4,-5054875.86,-56862209.26,5.8369164728067195,5.939710590260698,5.8638266959759155,6.435964153502579,1319005554.27,773937865.21,-546963643.42,0.0,1545979776.06,-4682384107.48,6228363883.54,4909358329.27,-83654023.95,-0.33016936256688834,-0.16488222519307652,-0.28169529111525027,,539.3131263479413,-3283.2801453529246,3822.593271700866,48872871.91,0.0,29415146.89,78288018.8,1297832690.52,1319005554.27,48872871.91,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_GENERATION,6,2,1.2246467991473532e-16,-1.0,-7632254.5,-10944875.87,-10325468.95,-42851694.02,-53616367.04,-52439116.89,-73460623.89,1297832690.52,1072995553.17,6312017907.49,5452726282.13,-8742433.360000001,-9001316.318333333,-8801410.549166666,-47641926.79666666,1298294148.1266668,15.759667081332275,-14.43417782976335,-3.8174675439553885,-22.594981843408355,22.236391562980717,-43.476020323893216
2026-07-01,2026,7,2026-07,-7755161.56,0.0,-42249989.85,0.0,-1365903.36,-50005151.41,-51371054.77,-2395480.04,-53766534.81,-5603125.31,-59369660.12,6.447983194562874,6.624111486595516,6.932999963188387,7.655502681751997,1344970858.49,805979774.36,-488880516.15,0.0,1662070116.7,-4697089468.02,6359159584.72,5014188726.23,130795701.18,-0.35385106628608143,-0.18225974790743646,-0.2863413327864406,,579.6148945899688,-3440.991132457041,4020.6060270470102,-162834153.72,0.0,22771463.11,-140062690.61,1319005554.27,1344970858.49,-162834153.72,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_OUTFLOW,7,3,-0.4999999999999997,-0.8660254037844388,-8835072.4,-9759973.18,-9325931.14,-51569579.63,-385222000.44,-56862209.26,-395788392.02,1319005554.27,1098975873.09,6228363883.54,5778189511.65,-8074162.820000001,-8965300.116666665,-8670513.084166666,-48142141.68666667,1320603034.4266665,-12.222999327090978,-16.84303214788696,-87.01913406999492,-84.99964594287547,61.10667217561545,121.95385282494185
2026-08-01,2026,8,2026-08,-2192619.9,0.0,-9391111.06,0.0,-881113.23,-11583730.96,-12464844.19,-353542.78,-12818386.97,-1769395.29,-14587782.26,5.283054741955047,5.6849088116002235,5.84615097673792,6.653128643044789,1352437919.75,772214713.15,-598369193.33,0.0,1526283439.57,-4699156207.94,6225439647.51,4873001727.76,-133719937.21,-0.3247994686771834,-0.1604689635866704,-0.28780441847513666,,2604.8051609779386,-15508.474667893024,18113.279828870964,127480329.44,0.0,-34598561.88,92881767.56,1344970858.49,1352437919.75,127480329.44,NEGATIVE_EBITDA,POSITIVE_NWC,LIQUIDITY_RISK,CASH_GENERATION,8,3,-0.8660254037844385,-0.5000000000000004,-7755161.56,-7632254.5,-6817721.9,-50005151.41,-100876312.41,-59369660.12,-114192803.9,1344970858.49,1119833332.86,6359159584.72,5930197674.38,-6260951.286666669,-7853326.235,-8285087.9174999995,-37719487.333333336,1338804777.5033333,-71.72696038585171,-67.83940541781266,-88.51689689753995,-87.22530513150838,-116.49284526078274,-100.23740387072087
