period,metric,total_variance,primary_driver_account,primary_driver_name,primary_driver_variance,primary_driver_contribution_pct,top_3_drivers,controller_interpretation
2022-11-01,REVENUE,-9281059.91,602,Sales Revenue,-8951099.33,96.44479635731604,602 Sales Revenue (96.4%) | 601 Sales Revenue (3.3%) | 604 Sales Revenue (0.2%),UNFAVORABLE
2022-12-01,REVENUE,-8903025.09,602,Sales Revenue,-8462099.09,87.71193774589278,602 Sales Revenue (87.7%) | 604 Sales Revenue (8.4%) | 601 Sales Revenue (3.9%),UNFAVORABLE
2023-01-01,REVENUE,-8469215.639999999,602,Sales Revenue,-8267648.22,90.06440931585973,602 Sales Revenue (90.1%) | 601 Sales Revenue (6.1%) | 604 Sales Revenue (3.9%),UNFAVORABLE
2023-02-01,REVENUE,-8573483.27,602,Sales Revenue,-7956506.4,92.80366158573027,602 Sales Revenue (92.8%) | 601 Sales Revenue (6.3%) | 604 Sales Revenue (0.9%),UNFAVORABLE
2023-03-01,REVENUE,-8775260.06,602,Sales Revenue,-9306741.27,94.59779232396461,602 Sales Revenue (94.6%) | 601 Sales Revenue (3.4%) | 604 Sales Revenue (2.0%),UNFAVORABLE
2023-04-01,REVENUE,-7227365.9399999995,602,Sales Revenue,-6761860.66,91.75497027457648,602 Sales Revenue (91.8%) | 601 Sales Revenue (7.3%) | 604 Sales Revenue (1.0%),UNFAVORABLE
2023-05-01,REVENUE,-8179706.799999999,602,Sales Revenue,-8482894.04,96.54923246965454,602 Sales Revenue (96.5%) | 604 Sales Revenue (3.5%),UNFAVORABLE
2023-06-01,REVENUE,-7195597.640000001,602,Sales Revenue,-9023056.56,83.15786080976127,602 Sales Revenue (83.2%) | 601 Sales Revenue (9.4%) | 604 Sales Revenue (7.5%),UNFAVORABLE
2023-07-01,REVENUE,-7452532.169999999,602,Sales Revenue,-7674654.89,94.11615366279858,602 Sales Revenue (94.1%) | 604 Sales Revenue (4.3%) | 601 Sales Revenue (1.6%),UNFAVORABLE
2023-08-01,REVENUE,-8523660.959999999,602,Sales Revenue,-9009561.62,94.88281196142037,602 Sales Revenue (94.9%) | 604 Sales Revenue (2.8%) | 601 Sales Revenue (2.3%),UNFAVORABLE
2023-09-01,REVENUE,-7926100.529999999,602,Sales Revenue,-7976942.85,86.1129562113344,602 Sales Revenue (86.1%) | 601 Sales Revenue (7.2%) | 604 Sales Revenue (6.7%),UNFAVORABLE
2023-10-01,REVENUE,-8132192.73,602,Sales Revenue,-9228721.56,89.3801235942715,602 Sales Revenue (89.4%) | 604 Sales Revenue (6.6%) | 601 Sales Revenue (4.1%),UNFAVORABLE
2023-11-01,REVENUE,-7618366.85,602,Sales Revenue,-8769690.74,88.39509936293682,602 Sales Revenue (88.4%) | 604 Sales Revenue (6.5%) | 601 Sales Revenue (5.1%),UNFAVORABLE
2023-12-01,REVENUE,-7494819.48,602,Sales Revenue,-8359591.82,90.62512792209625,602 Sales Revenue (90.6%) | 601 Sales Revenue (7.0%) | 604 Sales Revenue (2.4%),UNFAVORABLE
2024-01-01,REVENUE,-7546906.210000001,602,Sales Revenue,-8764508.96,86.68968458010542,602 Sales Revenue (86.7%) | 601 Sales Revenue (12.7%) | 604 Sales Revenue (0.6%),UNFAVORABLE
2024-02-01,REVENUE,-8537780.29,602,Sales Revenue,-9361178.35,91.91524490707806,602 Sales Revenue (91.9%) | 604 Sales Revenue (4.3%) | 601 Sales Revenue (3.8%),UNFAVORABLE
2024-03-01,REVENUE,-9478969.420000002,602,Sales Revenue,-8638797.14,91.13645964267705,602 Sales Revenue (91.1%) | 601 Sales Revenue (6.4%) | 604 Sales Revenue (2.5%),UNFAVORABLE
2024-04-01,REVENUE,-8490091.819999998,602,Sales Revenue,-7925104.72,91.87141119652618,602 Sales Revenue (91.9%) | 601 Sales Revenue (7.3%) | 604 Sales Revenue (0.8%),UNFAVORABLE
2024-05-01,REVENUE,-9772195.34,602,Sales Revenue,-9487469.47,97.08636739142385,602 Sales Revenue (97.1%) | 604 Sales Revenue (2.8%) | 601 Sales Revenue (0.1%),UNFAVORABLE
2024-06-01,REVENUE,-8182499.0200000005,602,Sales Revenue,-7745502.49,92.19919398587048,602 Sales Revenue (92.2%) | 604 Sales Revenue (6.5%) | 601 Sales Revenue (1.3%),UNFAVORABLE
2024-07-01,REVENUE,-9812672.83,602,Sales Revenue,-9155108.3,90.98190846002773,602 Sales Revenue (91.0%) | 601 Sales Revenue (7.8%) | 604 Sales Revenue (1.2%),UNFAVORABLE
2024-08-01,REVENUE,-10107090.96,602,Sales Revenue,-9468919.1,89.27513742907115,602 Sales Revenue (89.3%) | 601 Sales Revenue (8.4%) | 604 Sales Revenue (2.4%),UNFAVORABLE
2024-09-01,REVENUE,-7948529.02,602,Sales Revenue,-7948529.02,100.0,602 Sales Revenue (100.0%),UNFAVORABLE
2024-10-01,REVENUE,-8774035.38,602,Sales Revenue,-8801853.9,98.431645186718,602 Sales Revenue (98.4%) | 604 Sales Revenue (0.9%) | 601 Sales Revenue (0.6%),UNFAVORABLE
2024-11-01,REVENUE,-6764438.4399999995,602,Sales Revenue,-7265836.79,86.55088046867422,602 Sales Revenue (86.6%) | 601 Sales Revenue (9.7%) | 604 Sales Revenue (3.7%),UNFAVORABLE
2024-12-01,REVENUE,-8025233.62,602,Sales Revenue,-7964971.76,83.70504804917994,602 Sales Revenue (83.7%) | 601 Sales Revenue (8.5%) | 604 Sales Revenue (7.8%),UNFAVORABLE
2025-01-01,REVENUE,-9637635.99,602,Sales Revenue,-9239318.18,95.86705899233698,602 Sales Revenue (95.9%) | 601 Sales Revenue (2.2%) | 604 Sales Revenue (1.9%),UNFAVORABLE
2025-02-01,REVENUE,-8957983.54,602,Sales Revenue,-8741509.86,94.68882052044452,602 Sales Revenue (94.7%) | 604 Sales Revenue (3.8%) | 601 Sales Revenue (1.5%),UNFAVORABLE
2025-03-01,REVENUE,-10001693.25,602,Sales Revenue,-7923162.35,79.21820987661265,602 Sales Revenue (79.2%) | 601 Sales Revenue (20.8%),UNFAVORABLE
2025-04-01,REVENUE,-9908902.120000001,602,Sales Revenue,-9840653.56,94.11186307403825,602 Sales Revenue (94.1%) | 601 Sales Revenue (3.3%) | 604 Sales Revenue (2.6%),UNFAVORABLE
2025-05-01,REVENUE,-8180535.490000001,602,Sales Revenue,-8601212.22,95.33715464320805,602 Sales Revenue (95.3%) | 601 Sales Revenue (4.1%) | 604 Sales Revenue (0.6%),UNFAVORABLE
2025-06-01,REVENUE,-10325468.95,602,Sales Revenue,-8987331.93,87.0404237669031,602 Sales Revenue (87.0%) | 601 Sales Revenue (7.8%) | 604 Sales Revenue (5.2%),UNFAVORABLE
2025-07-01,REVENUE,-9325931.14,602,Sales Revenue,-9451286.13,95.93880474372382,602 Sales Revenue (95.9%) | 604 Sales Revenue (2.7%) | 601 Sales Revenue (1.4%),UNFAVORABLE
2025-08-01,REVENUE,-6817721.9,602,Sales Revenue,-8100050.69,86.33258447141812,602 Sales Revenue (86.3%) | 601 Sales Revenue (12.2%) | 604 Sales Revenue (1.5%),UNFAVORABLE
2025-09-01,REVENUE,-7537122.84,602,Sales Revenue,-6783694.34,90.00376515025725,602 Sales Revenue (90.0%) | 601 Sales Revenue (7.0%) | 604 Sales Revenue (3.0%),UNFAVORABLE
2025-10-01,REVENUE,-8543129.62,602,Sales Revenue,-9119710.61,91.07117160890282,602 Sales Revenue (91.1%) | 604 Sales Revenue (7.3%) | 601 Sales Revenue (1.6%),UNFAVORABLE
2025-11-01,REVENUE,-8796003.97,602,Sales Revenue,-8980316.51,97.9888707006641,602 Sales Revenue (98.0%) | 601 Sales Revenue (1.9%) | 604 Sales Revenue (0.1%),UNFAVORABLE
2025-12-01,REVENUE,-10589119.209999999,602,Sales Revenue,-9611169.76,90.7645817314394,602 Sales Revenue (90.8%) | 604 Sales Revenue (5.5%) | 601 Sales Revenue (3.7%),UNFAVORABLE
2026-01-01,REVENUE,2148259.140000002,601,Sales Revenue,1458723.1400000001,62.97880433974971,601 Sales Revenue (63.0%) | 602 Sales Revenue (33.4%) | 604 Sales Revenue (3.6%),FAVORABLE
2026-02-01,REVENUE,541419.6099999993,602,Sales Revenue,1031597.0299999993,65.50668842295933,602 Sales Revenue (65.5%) | 604 Sales Revenue (32.8%) | 601 Sales Revenue (1.7%),FAVORABLE
2026-03-01,REVENUE,-443097.8399999989,601,Sales Revenue,1945525.7400000002,44.88829517299603,601 Sales Revenue (44.9%) | 602 Sales Revenue (37.1%) | 604 Sales Revenue (18.0%),UNFAVORABLE
2026-04-01,REVENUE,644374.1900000015,602,Sales Revenue,995611.7700000014,63.728029523881816,602 Sales Revenue (63.7%) | 604 Sales Revenue (29.4%) | 601 Sales Revenue (6.9%),FAVORABLE
2026-05-01,REVENUE,957307.8600000001,604,Sales Revenue,938952.26,64.34466906025473,604 Sales Revenue (64.3%) | 602 Sales Revenue (18.5%) | 601 Sales Revenue (17.2%),FAVORABLE
2026-06-01,REVENUE,2006670.07,604,Sales Revenue,865318.1599999999,43.122094306215466,604 Sales Revenue (43.1%) | 602 Sales Revenue (34.0%) | 601 Sales Revenue (22.8%),FAVORABLE
2026-07-01,REVENUE,2037066.3299999996,602,Sales Revenue,1513140.5999999996,74.28037947100131,602 Sales Revenue (74.3%) | 601 Sales Revenue (19.8%) | 604 Sales Revenue (5.9%),FAVORABLE
2026-08-01,REVENUE,4965988.28,602,Sales Revenue,6145215.37,83.90011121747553,602 Sales Revenue (83.9%) | 601 Sales Revenue (14.1%) | 604 Sales Revenue (2.0%),FAVORABLE
2026-09-01,REVENUE,7913979.170000001,602,Sales Revenue,7122879.24,90.0037653245428,602 Sales Revenue (90.0%) | 601 Sales Revenue (7.0%) | 604 Sales Revenue (3.0%),FAVORABLE
2026-10-01,REVENUE,8970286.27,602,Sales Revenue,9575696.31,91.07117180914011,602 Sales Revenue (91.1%) | 604 Sales Revenue (7.3%) | 601 Sales Revenue (1.6%),FAVORABLE
2026-11-01,REVENUE,9235804.26,602,Sales Revenue,9429332.42,97.98887078960465,602 Sales Revenue (98.0%) | 601 Sales Revenue (1.9%) | 604 Sales Revenue (0.1%),FAVORABLE
2026-12-01,REVENUE,11118575.27,602,Sales Revenue,10091728.35,90.76458183657195,602 Sales Revenue (90.8%) | 604 Sales Revenue (5.5%) | 601 Sales Revenue (3.7%),FAVORABLE
