period,metric,metric_label,actual_value,baseline_median,lower_bound,upper_bound,deviation,robust_score,anomaly_flag,severity,direction,detection_method,isolation_anomaly,isolation_score,combined_anomaly,controller_action
2021-02-01,closing_cash,Closing Cash,44231047.42,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.10748311428161883,True,MONITOR
2021-03-01,closing_cash,Closing Cash,68369894.73,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.013662675506236788,True,MONITOR
2021-04-01,closing_cash,Closing Cash,85663569.92,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.00858255862085433,False,NO_ACTION
2021-05-01,closing_cash,Closing Cash,103260386.43,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.04106910648197565,False,NO_ACTION
2021-06-01,closing_cash,Closing Cash,124641428.4,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.058604786217531846,False,NO_ACTION
2021-07-01,closing_cash,Closing Cash,147560992.98,77016732.325,-22627375.33500001,171754316.88500002,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03778857677718811,False,NO_ACTION
2021-08-01,closing_cash,Closing Cash,171094202.81,85663569.92,-30175183.435000002,200426561.925,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.034149293290063165,False,NO_ACTION
2021-09-01,closing_cash,Closing Cash,188841842.53,94461978.17500001,-39719022.06125,232425524.50875002,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06975701067799739,False,NO_ACTION
2021-10-01,closing_cash,Closing Cash,213566381.84,103260386.43,-50416752.644999966,266347640.35499996,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.038023030753778886,False,NO_ACTION
2021-11-01,closing_cash,Closing Cash,231884317.25,113950907.415,-66083066.70999998,303987280.59,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06303103990942027,False,NO_ACTION
2021-12-01,closing_cash,Closing Cash,252587912.34,124641428.4,-77410203.19250001,334394958.1875,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03170592636364894,False,NO_ACTION
2022-01-01,closing_cash,Closing Cash,271483763.22,136101210.69,-89184088.23000002,365547216.71000004,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.005840284759335068,True,MONITOR
2022-02-01,closing_cash,Closing Cash,292174107.79,159327597.89499998,-80065842.78249997,397072890.7775,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.0530323537890936,False,NO_ACTION
2022-03-01,closing_cash,Closing Cash,316370814.37,179968022.67000002,-57349904.265000015,413706288.19500005,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.004071874688991672,False,NO_ACTION
2022-04-01,closing_cash,Closing Cash,342293746.73,201204112.185,-31390058.002500057,430533034.89750004,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08307895864322135,False,NO_ACTION
2022-05-01,closing_cash,Closing Cash,358748160.69,222725349.54500002,-1957273.1625000536,443824522.87750006,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07213256976998916,False,NO_ACTION
2022-06-01,closing_cash,Closing Cash,376519759.96,242236114.79500002,13677404.847499996,468950812.1875,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.052872141345504164,False,NO_ACTION
2022-07-01,closing_cash,Closing Cash,399190791.03,262035837.78000003,34185796.34124991,496050998.13125014,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03293124420878918,False,NO_ACTION
2022-08-01,closing_cash,Closing Cash,418652218.16,281828935.505,48651058.16374996,525061125.4537501,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.07357760298503868,True,MONITOR
2022-09-01,closing_cash,Closing Cash,437487280.22,304272461.08000004,73743443.1575,536859630.9175,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.05005372753067916,False,NO_ACTION
2022-10-01,closing_cash,Closing Cash,450631168.47,329332280.55,93618224.65875015,555329093.5687499,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03855702253685339,False,NO_ACTION
2022-11-01,closing_cash,Closing Cash,473749027.81,350520953.71000004,111419582.4000001,579638087.06,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03594361776527799,False,NO_ACTION
2022-12-01,closing_cash,Closing Cash,493126069.57,367633960.325,140762618.80000004,592920002.6,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08354273005944457,False,NO_ACTION
2023-01-01,closing_cash,Closing Cash,517000520.86,387855275.495,178372655.67624992,598213610.2462502,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09424354978839256,False,NO_ACTION
2023-02-01,closing_cash,Closing Cash,535143377.21,408921504.595,201970443.04249996,609074747.4625001,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.05544799663594313,False,NO_ACTION
2023-03-01,closing_cash,Closing Cash,555873472.94,428069749.19000006,212302217.98124996,638367930.41125,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07008671249339127,False,NO_ACTION
2023-04-01,closing_cash,Closing Cash,579833232.97,444059224.345,235165559.5675,657452156.0875,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.0006811716247240862,False,NO_ACTION
2023-05-01,closing_cash,Closing Cash,601941028.24,462190098.14,252162801.0225,683160295.3025,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07301072577856221,False,NO_ACTION
2023-06-01,closing_cash,Closing Cash,619067536.61,483437548.69,271457435.04875004,701646980.79875,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06436279359129177,False,NO_ACTION
2023-07-01,closing_cash,Closing Cash,640570968.44,505063295.21500003,275567871.5975001,733640737.7574999,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08701561554274434,False,NO_ACTION
2023-08-01,closing_cash,Closing Cash,663959920.33,526071949.03499997,291883634.75625,761446110.00625,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.054450531380980716,False,NO_ACTION
2023-09-01,closing_cash,Closing Cash,682489123.93,545508425.075,311370539.82625,783133924.63625,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09184206313974247,False,NO_ACTION
2023-10-01,closing_cash,Closing Cash,709424462.26,567853352.955,340914678.24250007,794560624.3625,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08920058174859385,False,NO_ACTION
2023-11-01,closing_cash,Closing Cash,726995591.92,590887130.605,356891848.1875,820134021.3475001,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.012550538976568604,False,NO_ACTION
2023-12-01,closing_cash,Closing Cash,750819432.44,610504282.425,373839040.6737501,845444129.56375,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.0862595582707249,False,NO_ACTION
2024-01-01,closing_cash,Closing Cash,772587404.22,629819252.5250001,400773794.63750035,862292456.8374996,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07884749041823763,False,NO_ACTION
2024-02-01,closing_cash,Closing Cash,789816811.79,652265444.385,420309331.5437501,889921992.5537498,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09289702946895889,False,NO_ACTION
2024-03-01,closing_cash,Closing Cash,805796769.73,673224522.13,437537445.7187502,910200015.8487499,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08522423880495245,False,NO_ACTION
2024-04-01,closing_cash,Closing Cash,821567057.22,695956793.095,453595638.1287502,937860897.7387499,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06274329877652207,False,NO_ACTION
2024-05-01,closing_cash,Closing Cash,840383328.3,718210027.0899999,479939571.72500026,955067866.7449998,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08530739450438446,False,NO_ACTION
2024-06-01,closing_cash,Closing Cash,856458586.94,738907512.1800001,503924355.66249996,967744268.6424999,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03962958814382633,False,NO_ACTION
2024-07-01,closing_cash,Closing Cash,881626342.32,761703418.33,542117556.7900001,970312412.4899999,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09251271890504542,False,NO_ACTION
2024-08-01,closing_cash,Closing Cash,897249291.87,781202108.005,567100336.2774999,981773598.2175,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.058531431735014905,False,NO_ACTION
2024-09-01,closing_cash,Closing Cash,916408030.47,797806790.76,595555466.335,993710148.935,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09129580144492394,False,NO_ACTION
2024-10-01,closing_cash,Closing Cash,932357750.04,813681913.475,623737739.5100001,1006158197.5500001,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08129279340617718,False,NO_ACTION
2024-11-01,closing_cash,Closing Cash,951113130.18,830975192.76,635475530.1825001,1035566009.4224999,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07286834485626303,False,NO_ACTION
2024-12-01,closing_cash,Closing Cash,971213700.39,848420957.62,651445985.8325,1052394770.9324999,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08024766184123888,False,NO_ACTION
2025-01-01,closing_cash,Closing Cash,985415401.41,869042464.6300001,663468022.8250003,1074551922.8849998,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06205984059101516,False,NO_ACTION
2025-02-01,closing_cash,Closing Cash,1001761777.35,889437817.095,683628258.7125001,1089097596.8925,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06037714550989781,False,NO_ACTION
2025-03-01,closing_cash,Closing Cash,1023820066.96,906828661.1700001,696892021.6012499,1111686023.4112499,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07758807507321386,False,NO_ACTION
2025-04-01,closing_cash,Closing Cash,1041229329.98,924382890.255,726189820.22,1123908708.8999999,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07360711805922815,False,NO_ACTION
2025-05-01,closing_cash,Closing Cash,1059734024.58,941735440.1099999,749105893.1137502,1133739656.7637498,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08135197437608027,False,NO_ACTION
2025-06-01,closing_cash,Closing Cash,1072995553.17,961163415.285,768131339.9212501,1150763355.6512501,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06359060959895407,False,NO_ACTION
2025-07-01,closing_cash,Closing Cash,1098975873.09,978314550.9,778667226.2962501,1177875476.56625,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.15503845541382333,True,MONITOR
2025-08-01,closing_cash,Closing Cash,1119833332.86,993588589.38,797277457.4175,1195002331.3575,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03168337908065416,False,NO_ACTION
2025-09-01,closing_cash,Closing Cash,1131411798.88,1012790922.155,820897284.5025,1208340680.0625,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06677933147899529,False,NO_ACTION
2025-10-01,closing_cash,Closing Cash,1149750983.18,1032524698.47,835426490.6625001,1225929118.6424997,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06394137587617449,False,NO_ACTION
2025-11-01,closing_cash,Closing Cash,1171162614.71,1050481677.28,837902601.3637503,1263962820.0337496,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.01848356059384615,False,NO_ACTION
2025-12-01,closing_cash,Closing Cash,1191000681.54,1066364788.875,861671812.34625,1279361631.57625,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.026689196548688066,True,MONITOR
2026-01-01,closing_cash,Closing Cash,1215785349.18,1085985713.1299999,888197643.1299999,1284675966.0500004,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03822359288506344,False,NO_ACTION
2026-02-01,closing_cash,Closing Cash,1239639187.52,1109404602.975,905113790.7312502,1305097951.26125,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.037118149939731115,False,NO_ACTION
2026-03-01,closing_cash,Closing Cash,1256856159.98,1125622565.87,910017230.4300001,1335785072.01,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.024625436371036313,False,NO_ACTION
2026-04-01,closing_cash,Closing Cash,1278044199.59,1140581391.0300002,935406710.0999997,1354270931.4600003,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03480241037795001,False,NO_ACTION
2026-05-01,closing_cash,Closing Cash,1297832690.52,1160456798.9450002,953924206.6462499,1382443570.03625,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.045476727719187204,True,MONITOR
2026-06-01,closing_cash,Closing Cash,1319005554.27,1181081648.125,955377809.985,1417082803.025,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.0016832267083946029,True,MONITOR
2026-07-01,closing_cash,Closing Cash,1344970858.49,1203393015.3600001,969685712.9387501,1437633644.04875,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.0282425927424787,False,NO_ACTION
2026-08-01,closing_cash,Closing Cash,1352437919.75,1227712268.35,990037283.5850003,1458763745.5649998,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.30675555531801435,True,MONITOR
2021-01-01,net_working_capital,Net Working Capital,218482248.36,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.07932225402086268,True,MONITOR
2021-02-01,net_working_capital,Net Working Capital,552201182.17,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.10748311428161883,True,MONITOR
2021-03-01,net_working_capital,Net Working Capital,592804313.03,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.013662675506236788,True,MONITOR
2021-04-01,net_working_capital,Net Working Capital,700982076.97,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.00858255862085433,False,NO_ACTION
2021-05-01,net_working_capital,Net Working Capital,873499946.87,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.04106910648197565,False,NO_ACTION
2021-06-01,net_working_capital,Net Working Capital,1004496996.48,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.058604786217531846,False,NO_ACTION
2021-07-01,net_working_capital,Net Working Capital,1135442151.77,646893195.0,160324193.12,1232398251.1599998,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03778857677718811,False,NO_ACTION
2021-08-01,net_working_capital,Net Working Capital,1166891738.4,700982076.97,22759161.487499833,1488742057.7875,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.034149293290063165,False,NO_ACTION
2021-09-01,net_working_capital,Net Working Capital,1188640847.81,787241011.9200001,-99216102.16625011,1719102917.78375,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06975701067799739,False,NO_ACTION
2021-10-01,net_working_capital,Net Working Capital,1283086091.38,873499946.87,-221152445.08000004,1949398909.88,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.038023030753778886,False,NO_ACTION
2021-11-01,net_working_capital,Net Working Capital,1332853285.23,938998471.675,-188922127.5762502,1967800223.3337502,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06303103990942027,False,NO_ACTION
2021-12-01,net_working_capital,Net Working Capital,1354461186.94,1004496996.48,-149416452.15750003,1974075940.2625,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03170592636364894,False,NO_ACTION
2022-01-01,net_working_capital,Net Working Capital,1369851759.44,1069969574.125,-133534148.09124982,2019723942.7787497,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.005840284759335068,True,MONITOR
2022-02-01,net_working_capital,Net Working Capital,1591193565.45,1151166945.085,132634363.72374964,1993264005.5137506,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.0530323537890936,False,NO_ACTION
2022-03-01,net_working_capital,Net Working Capital,1625610729.62,1177766293.105,421986444.20749986,1888016550.5275002,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.004071874688991672,False,NO_ACTION
2022-04-01,net_working_capital,Net Working Capital,1719105032.96,1235863469.595,719301412.2712499,1741713280.74125,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08307895864322135,False,NO_ACTION
2022-05-01,net_working_capital,Net Working Capital,1841216799.85,1307969688.305,759792537.9425,1824424014.7425003,16792785.1074996,0.06309332561901798,True,LOW,ABOVE_EXPECTED,ROLLING_IQR,False,0.07213256976998916,True,MONITOR
2022-06-01,net_working_capital,Net Working Capital,1932135217.93,1343657236.085,558312141.4049999,2224689285.545,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.052872141345504164,False,NO_ACTION
2022-07-01,net_working_capital,Net Working Capital,2142420869.15,1362156473.19,675210493.0362506,2233248592.9062495,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03293124420878918,False,NO_ACTION
2022-08-01,net_working_capital,Net Working Capital,2261055163.41,1480522662.4450002,676579254.895,2393465206.555,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.07357760298503868,True,MONITOR
2022-09-01,net_working_capital,Net Working Capital,2274708449.6,1608402147.5349998,576728422.2262503,2636277193.6562495,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.05005372753067916,False,NO_ACTION
2022-10-01,net_working_capital,Net Working Capital,2305523500.95,1672357881.29,437950344.68499994,2912760402.3650002,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03855702253685339,False,NO_ACTION
2022-11-01,net_working_capital,Net Working Capital,2504358010.07,1780160916.405,581526120.7962497,3126411435.8662505,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03594361776527799,False,NO_ACTION
2022-12-01,net_working_capital,Net Working Capital,2646840316.72,1886676008.8899999,645813369.0074997,3235661554.5275,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08354273005944457,False,NO_ACTION
2023-01-01,net_working_capital,Net Working Capital,2730608103.82,2037278043.54,815710324.15625,3162433345.40625,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09424354978839256,False,NO_ACTION
2023-02-01,net_working_capital,Net Working Capital,2837081402.03,2201738016.2799997,993873952.9737501,3172047033.38375,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.05544799663594313,False,NO_ACTION
2023-03-01,net_working_capital,Net Working Capital,2871711859.84,2267881806.505,963546153.4262501,3485838046.71625,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07008671249339127,False,NO_ACTION
2023-04-01,net_working_capital,Net Working Capital,3092791033.46,2290115975.2749996,1222950245.6200004,3534681474.22,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.0006811716247240862,False,NO_ACTION
2023-05-01,net_working_capital,Net Working Capital,3253364936.47,2404940755.51,1442651832.0537488,3545971186.1637516,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07301072577856221,False,NO_ACTION
2023-06-01,net_working_capital,Net Working Capital,3405285414.58,2575599163.395,1409629295.4074993,3707404849.1275005,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06436279359129177,False,NO_ACTION
2023-07-01,net_working_capital,Net Working Capital,3490432835.58,2688724210.27,1354076865.4137495,3870724525.9437504,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08701561554274434,False,NO_ACTION
2023-08-01,net_working_capital,Net Working Capital,3744795087.47,2783844752.925,1437221693.1562498,4150362198.8462505,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.054450531380980716,False,NO_ACTION
2023-09-01,net_working_capital,Net Working Capital,3904017626.7,2854396630.9350004,1591031766.1474998,4311533029.9075,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09184206313974247,False,NO_ACTION
2023-10-01,net_working_capital,Net Working Capital,4043810396.62,2982251446.65,1634306987.8675003,4501931439.0075,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08920058174859385,False,NO_ACTION
2023-11-01,net_working_capital,Net Working Capital,4134902955.85,3173077984.965,1695122595.8650002,4669363880.164999,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.012550538976568604,False,NO_ACTION
2023-12-01,net_working_capital,Net Working Capital,4207940682.34,3329325175.5249996,1480734530.0525012,5166920437.612499,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.0862595582707249,False,NO_ACTION
2024-01-01,net_working_capital,Net Working Capital,4277019472.26,3447859125.08,1685354371.367501,5291132687.867499,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07884749041823763,False,NO_ACTION
2024-02-01,net_working_capital,Net Working Capital,4344343881.57,3617613961.5249996,1933178347.1524997,5346626649.9925,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09289702946895889,False,NO_ACTION
2024-03-01,net_working_capital,Net Working Capital,4505720711.8,3824406357.085,2188519656.4224997,5331948026.1025,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08522423880495245,False,NO_ACTION
2024-04-01,net_working_capital,Net Working Capital,4534423211.85,3973914011.66,2335049381.0949993,5359306979.055,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06274329877652207,False,NO_ACTION
2024-05-01,net_working_capital,Net Working Capital,4543675602.18,4089356676.2349997,2762235449.3624997,5212819649.7225,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08530739450438446,False,NO_ACTION
2024-06-01,net_working_capital,Net Working Capital,4580163924.13,4171421819.0950003,3083497846.0400004,5165402234.98,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03962958814382633,False,NO_ACTION
2024-07-01,net_working_capital,Net Working Capital,4684505414.79,4242480077.3,3252811005.1312494,5268947535.82125,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09251271890504542,False,NO_ACTION
2024-08-01,net_working_capital,Net Working Capital,4701264759.16,4310681676.915,3475220075.9574986,5173646049.517502,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.058531431735014905,False,NO_ACTION
2024-09-01,net_working_capital,Net Working Capital,4805483403.87,4425032296.684999,3645006602.7924995,5097472330.592501,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.09129580144492394,False,NO_ACTION
2024-10-01,net_working_capital,Net Working Capital,4880559246.69,4520071961.825001,3740000491.7575006,5125998579.8175,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08129279340617718,False,NO_ACTION
2024-11-01,net_working_capital,Net Working Capital,4940236126.35,4539049407.015,3785739071.782501,5230468958.342499,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07286834485626303,False,NO_ACTION
2024-12-01,net_working_capital,Net Working Capital,4954590488.2,4561919763.155001,4072462130.1000013,5120233794.479999,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08024766184123888,False,NO_ACTION
2025-01-01,net_working_capital,Net Working Capital,5113841548.15,4632334669.46,4081740420.2312517,5269759531.181249,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06205984059101516,False,NO_ACTION
2025-02-01,net_working_capital,Net Working Capital,5195178146.06,4692885086.975,4010188561.5862503,5426652409.616249,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06037714550989781,False,NO_ACTION
2025-03-01,net_working_capital,Net Working Capital,5294170907.57,4753374081.514999,4011867533.8875,5502999026.5675,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07758807507321386,False,NO_ACTION
2025-04-01,net_working_capital,Net Working Capital,5357344164.65,4843021325.28,4154445225.53125,5498378069.78125,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.07360711805922815,False,NO_ACTION
2025-05-01,net_working_capital,Net Working Capital,5406131041.89,4910397686.52,4041423761.227501,5789826859.467499,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.08135197437608027,False,NO_ACTION
2025-06-01,net_working_capital,Net Working Capital,5452726282.13,4947413307.275,4118682352.0750003,5880672727.055,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06359060959895407,False,NO_ACTION
2025-07-01,net_working_capital,Net Working Capital,5778189511.65,5034216018.174999,4189529382.202499,5982225125.622501,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.15503845541382333,True,MONITOR
2025-08-01,net_working_capital,Net Working Capital,5930197674.38,5154509847.105,4258980940.147501,6035876850.247499,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03168337908065416,False,NO_ACTION
2025-09-01,net_working_capital,Net Working Capital,5996561656.5,5244674526.815001,4250834966.4187493,6117946783.268751,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06677933147899529,False,NO_ACTION
2025-10-01,net_working_capital,Net Working Capital,6027991686.63,5325757536.11,4383933823.641249,6224187049.031252,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.06394137587617449,False,NO_ACTION
2025-11-01,net_working_capital,Net Working Capital,6126013838.6,5381737603.27,4212822662.957502,6778212885.957499,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.01848356059384615,False,NO_ACTION
2025-12-01,net_working_capital,Net Working Capital,6249810209.85,5429428662.01,4253373788.1162505,6962837598.98625,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.026689196548688066,True,MONITOR
2026-01-01,net_working_capital,Net Working Capital,6254376363.95,5615457896.889999,4347248379.901247,6998721634.511251,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03822359288506344,False,NO_ACTION
2026-02-01,net_working_capital,Net Working Capital,6288008285.54,5854193593.014999,4406089969.516249,7040341577.686251,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.037118149939731115,False,NO_ACTION
2026-03-01,net_working_capital,Net Working Capital,6302614901.33,5963379665.440001,4367249283.056249,7230791120.426251,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.024625436371036313,False,NO_ACTION
2026-04-01,net_working_capital,Net Working Capital,6302142796.33,6012276671.565001,4865631638.112499,7082143814.532501,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.03480241037795001,False,NO_ACTION
2026-05-01,net_working_capital,Net Working Capital,6312017907.49,6077002762.615,5336312567.722501,6818667410.322499,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.045476727719187204,True,MONITOR
2026-06-01,net_working_capital,Net Working Capital,6228363883.54,6187912024.225,5512613782.56875,6758898791.63875,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.0016832267083946029,True,MONITOR
2026-07-01,net_working_capital,Net Working Capital,6359159584.72,6239087046.695,5613022577.887499,6698653514.4475,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,False,0.0282425927424787,False,NO_ACTION
2026-08-01,net_working_capital,Net Working Capital,6225439647.51,6252093286.9,5800379517.64875,6603389605.53875,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.30675555531801435,True,MONITOR
2021-01-01,operating_cash_flow,Operating Cash Flow,-459921996.29,,,,0.0,0.0,False,NORMAL,NORMAL,ROLLING_IQR,True,-0.07932225402086268,True,MONITOR
