customer_key,customer_code,customer_name,customer_type,country_code,city,industry,payment_terms,credit_limit,risk_category,active_from,active_to,is_active
4906,CUST004906,Customer 004906,SME,DE,Vienna,Logistics,14,914623.0,HIGH,2020-01-01,2035-12-31,True
4907,CUST004907,Customer 004907,Government,SK,Prague,Energy,45,2595365.0,LOW,2020-01-01,2035-12-31,True
4908,CUST004908,Customer 004908,Government,DE,Munich,Healthcare,45,1599582.0,LOW,2020-01-01,2035-12-31,True
4909,CUST004909,Customer 004909,SME,AT,Vienna,Energy,60,89693.0,LOW,2020-01-01,2035-12-31,True
4910,CUST004910,Customer 004910,SME,PL,Brno,Automotive,45,2082144.0,LOW,2020-01-01,2035-12-31,True
4911,CUST004911,Customer 004911,SME,CZ,Ostrava,Retail,14,4668779.0,LOW,2020-01-01,2035-12-31,True
4912,CUST004912,Customer 004912,Corporate,AT,Munich,Manufacturing,60,3454653.0,MEDIUM,2020-01-01,2035-12-31,True
4913,CUST004913,Customer 004913,Government,CZ,Ostrava,Logistics,45,1755139.0,HIGH,2020-01-01,2035-12-31,True
4914,CUST004914,Customer 004914,Corporate,PL,Warsaw,Energy,14,3488215.0,MEDIUM,2020-01-01,2035-12-31,True
4915,CUST004915,Customer 004915,SME,PL,Ostrava,Retail,14,166365.0,LOW,2020-01-01,2035-12-31,True
4916,CUST004916,Customer 004916,Government,AT,Prague,Manufacturing,60,441271.0,LOW,2020-01-01,2035-12-31,True
4917,CUST004917,Customer 004917,SME,PL,Prague,Logistics,60,4915733.0,LOW,2020-01-01,2035-12-31,True
4918,CUST004918,Customer 004918,Corporate,CZ,Munich,Manufacturing,30,2339774.0,HIGH,2020-01-01,2035-12-31,True
4919,CUST004919,Customer 004919,SME,PL,Ostrava,Logistics,60,2604066.0,HIGH,2020-01-01,2035-12-31,True
4920,CUST004920,Customer 004920,SME,AT,Ostrava,Logistics,45,547152.0,MEDIUM,2020-01-01,2035-12-31,True
4921,CUST004921,Customer 004921,SME,DE,Warsaw,Logistics,45,3754759.0,LOW,2020-01-01,2035-12-31,True
4922,CUST004922,Customer 004922,SME,AT,Berlin,Construction,45,803399.0,HIGH,2020-01-01,2035-12-31,True
4923,CUST004923,Customer 004923,Government,SK,Brno,Energy,45,4230981.0,MEDIUM,2020-01-01,2035-12-31,True
4924,CUST004924,Customer 004924,Government,DE,Prague,Manufacturing,30,2628081.0,MEDIUM,2020-01-01,2035-12-31,True
4925,CUST004925,Customer 004925,Corporate,SK,Prague,Automotive,60,1556184.0,MEDIUM,2020-01-01,2035-12-31,True
4926,CUST004926,Customer 004926,Government,SK,Prague,Healthcare,30,3312665.0,HIGH,2020-01-01,2035-12-31,True
4927,CUST004927,Customer 004927,SME,DE,Ostrava,Construction,60,1917979.0,LOW,2020-01-01,2035-12-31,True
4928,CUST004928,Customer 004928,Corporate,PL,Prague,Energy,45,379021.0,HIGH,2020-01-01,2035-12-31,True
4929,CUST004929,Customer 004929,SME,SK,Warsaw,Retail,60,4369633.0,MEDIUM,2020-01-01,2035-12-31,True
4930,CUST004930,Customer 004930,Corporate,SK,Vienna,Energy,60,4065087.0,MEDIUM,2020-01-01,2035-12-31,True
4931,CUST004931,Customer 004931,Corporate,SK,Warsaw,Healthcare,60,4871401.0,HIGH,2020-01-01,2035-12-31,True
4932,CUST004932,Customer 004932,Corporate,CZ,Warsaw,Healthcare,60,3474184.0,HIGH,2020-01-01,2035-12-31,True
4933,CUST004933,Customer 004933,Corporate,SK,Ostrava,Energy,60,1983978.0,LOW,2020-01-01,2035-12-31,True
4934,CUST004934,Customer 004934,SME,SK,Ostrava,Construction,60,1386648.0,HIGH,2020-01-01,2035-12-31,True
4935,CUST004935,Customer 004935,Corporate,AT,Ostrava,Healthcare,60,1532383.0,LOW,2020-01-01,2035-12-31,True
4936,CUST004936,Customer 004936,SME,PL,Bratislava,Retail,14,2005196.0,LOW,2020-01-01,2035-12-31,True
4937,CUST004937,Customer 004937,Government,AT,Prague,Manufacturing,45,1246005.0,HIGH,2020-01-01,2035-12-31,True
4938,CUST004938,Customer 004938,Corporate,DE,Prague,Healthcare,60,143453.0,MEDIUM,2020-01-01,2035-12-31,True
4939,CUST004939,Customer 004939,Corporate,SK,Bratislava,Healthcare,14,4558089.0,HIGH,2020-01-01,2035-12-31,True
4940,CUST004940,Customer 004940,Corporate,PL,Vienna,Construction,60,741972.0,LOW,2020-01-01,2035-12-31,True
4941,CUST004941,Customer 004941,SME,AT,Prague,IT Services,60,1888116.0,MEDIUM,2020-01-01,2035-12-31,True
4942,CUST004942,Customer 004942,Corporate,PL,Warsaw,Retail,60,3581322.0,HIGH,2020-01-01,2035-12-31,True
4943,CUST004943,Customer 004943,Government,AT,Prague,Logistics,45,3149834.0,HIGH,2020-01-01,2035-12-31,True
4944,CUST004944,Customer 004944,SME,DE,Vienna,Automotive,14,3134064.0,MEDIUM,2020-01-01,2035-12-31,True
4945,CUST004945,Customer 004945,Government,PL,Bratislava,Energy,30,3699683.0,MEDIUM,2020-01-01,2035-12-31,True
4946,CUST004946,Customer 004946,Corporate,DE,Bratislava,Automotive,60,1712781.0,HIGH,2020-01-01,2035-12-31,True
4947,CUST004947,Customer 004947,Government,AT,Warsaw,Healthcare,45,1163893.0,HIGH,2020-01-01,2035-12-31,True
4948,CUST004948,Customer 004948,Government,SK,Prague,Healthcare,60,3982152.0,HIGH,2020-01-01,2035-12-31,True
4949,CUST004949,Customer 004949,Government,PL,Bratislava,Healthcare,14,3173032.0,LOW,2020-01-01,2035-12-31,True
4950,CUST004950,Customer 004950,Corporate,SK,Brno,Construction,60,2947805.0,MEDIUM,2020-01-01,2035-12-31,True
4951,CUST004951,Customer 004951,Corporate,CZ,Ostrava,Construction,14,3372916.0,MEDIUM,2020-01-01,2035-12-31,True
4952,CUST004952,Customer 004952,SME,PL,Berlin,Manufacturing,60,3889823.0,LOW,2020-01-01,2035-12-31,True
4953,CUST004953,Customer 004953,SME,AT,Berlin,Energy,14,2548487.0,HIGH,2020-01-01,2035-12-31,True
4954,CUST004954,Customer 004954,Government,PL,Berlin,Healthcare,30,4743542.0,HIGH,2020-01-01,2035-12-31,True
4955,CUST004955,Customer 004955,SME,PL,Brno,Manufacturing,30,4476980.0,MEDIUM,2020-01-01,2035-12-31,True
4956,CUST004956,Customer 004956,Corporate,DE,Ostrava,Energy,60,1466805.0,LOW,2020-01-01,2035-12-31,True
4957,CUST004957,Customer 004957,Corporate,DE,Warsaw,Logistics,30,3755803.0,MEDIUM,2020-01-01,2035-12-31,True
4958,CUST004958,Customer 004958,Corporate,PL,Berlin,Healthcare,45,2875424.0,HIGH,2020-01-01,2035-12-31,True
4959,CUST004959,Customer 004959,SME,CZ,Bratislava,Construction,45,2449113.0,MEDIUM,2020-01-01,2035-12-31,True
4960,CUST004960,Customer 004960,SME,AT,Warsaw,Healthcare,14,3992059.0,LOW,2020-01-01,2035-12-31,True
4961,CUST004961,Customer 004961,Government,AT,Bratislava,Manufacturing,14,1305078.0,HIGH,2020-01-01,2035-12-31,True
4962,CUST004962,Customer 004962,Corporate,CZ,Ostrava,Energy,30,3239092.0,HIGH,2020-01-01,2035-12-31,True
4963,CUST004963,Customer 004963,SME,SK,Ostrava,Construction,60,3918862.0,LOW,2020-01-01,2035-12-31,True
4964,CUST004964,Customer 004964,Government,SK,Ostrava,Healthcare,45,4286181.0,MEDIUM,2020-01-01,2035-12-31,True
4965,CUST004965,Customer 004965,SME,PL,Bratislava,Retail,60,3333611.0,LOW,2020-01-01,2035-12-31,True
4966,CUST004966,Customer 004966,Corporate,PL,Brno,Manufacturing,14,2586410.0,HIGH,2020-01-01,2035-12-31,True
4967,CUST004967,Customer 004967,Government,AT,Berlin,Manufacturing,60,1793762.0,HIGH,2020-01-01,2035-12-31,True
4968,CUST004968,Customer 004968,Corporate,AT,Vienna,IT Services,60,4727659.0,HIGH,2020-01-01,2035-12-31,True
4969,CUST004969,Customer 004969,Government,SK,Munich,Construction,45,2393719.0,LOW,2020-01-01,2035-12-31,True
4970,CUST004970,Customer 004970,SME,AT,Prague,Manufacturing,30,4207803.0,LOW,2020-01-01,2035-12-31,True
4971,CUST004971,Customer 004971,SME,DE,Warsaw,Retail,14,2445485.0,MEDIUM,2020-01-01,2035-12-31,True
4972,CUST004972,Customer 004972,SME,SK,Vienna,Logistics,60,4870500.0,MEDIUM,2020-01-01,2035-12-31,True
4973,CUST004973,Customer 004973,SME,AT,Bratislava,Healthcare,60,4656204.0,LOW,2020-01-01,2035-12-31,True
4974,CUST004974,Customer 004974,Government,DE,Ostrava,Manufacturing,45,3313093.0,MEDIUM,2020-01-01,2035-12-31,True
4975,CUST004975,Customer 004975,SME,CZ,Bratislava,Energy,45,3819504.0,MEDIUM,2020-01-01,2035-12-31,True
4976,CUST004976,Customer 004976,Corporate,PL,Bratislava,Energy,45,2109500.0,MEDIUM,2020-01-01,2035-12-31,True
4977,CUST004977,Customer 004977,SME,CZ,Berlin,Construction,30,4272522.0,LOW,2020-01-01,2035-12-31,True
4978,CUST004978,Customer 004978,SME,SK,Warsaw,Manufacturing,30,2061115.0,LOW,2020-01-01,2035-12-31,True
4979,CUST004979,Customer 004979,Government,PL,Berlin,IT Services,60,1437472.0,MEDIUM,2020-01-01,2035-12-31,True
4980,CUST004980,Customer 004980,Corporate,DE,Bratislava,Construction,45,4482454.0,MEDIUM,2020-01-01,2035-12-31,True
4981,CUST004981,Customer 004981,Government,DE,Ostrava,Retail,30,906669.0,HIGH,2020-01-01,2035-12-31,True
4982,CUST004982,Customer 004982,SME,AT,Prague,Healthcare,60,582657.0,LOW,2020-01-01,2035-12-31,True
4983,CUST004983,Customer 004983,Government,PL,Prague,Healthcare,45,2653332.0,MEDIUM,2020-01-01,2035-12-31,True
4984,CUST004984,Customer 004984,Government,DE,Berlin,Logistics,14,2563687.0,HIGH,2020-01-01,2035-12-31,True
4985,CUST004985,Customer 004985,Corporate,SK,Munich,Logistics,45,3751860.0,MEDIUM,2020-01-01,2035-12-31,True
4986,CUST004986,Customer 004986,SME,AT,Brno,Retail,60,730012.0,LOW,2020-01-01,2035-12-31,True
4987,CUST004987,Customer 004987,Corporate,CZ,Warsaw,Manufacturing,30,4869699.0,HIGH,2020-01-01,2035-12-31,True
4988,CUST004988,Customer 004988,SME,DE,Warsaw,Logistics,14,4773029.0,HIGH,2020-01-01,2035-12-31,True
4989,CUST004989,Customer 004989,Corporate,CZ,Vienna,Retail,45,4421587.0,HIGH,2020-01-01,2035-12-31,True
4990,CUST004990,Customer 004990,Corporate,SK,Bratislava,Construction,30,4611792.0,MEDIUM,2020-01-01,2035-12-31,True
4991,CUST004991,Customer 004991,Government,AT,Prague,Retail,30,4375375.0,MEDIUM,2020-01-01,2035-12-31,True
4992,CUST004992,Customer 004992,SME,CZ,Prague,Automotive,45,4092640.0,LOW,2020-01-01,2035-12-31,True
4993,CUST004993,Customer 004993,Government,CZ,Brno,Manufacturing,14,1596519.0,MEDIUM,2020-01-01,2035-12-31,True
4994,CUST004994,Customer 004994,SME,AT,Brno,Retail,45,4738699.0,LOW,2020-01-01,2035-12-31,True
4995,CUST004995,Customer 004995,SME,CZ,Vienna,Retail,30,3415273.0,HIGH,2020-01-01,2035-12-31,True
4996,CUST004996,Customer 004996,Government,DE,Prague,Construction,45,1063462.0,HIGH,2020-01-01,2035-12-31,True
4997,CUST004997,Customer 004997,Corporate,PL,Bratislava,Logistics,60,733536.0,HIGH,2020-01-01,2035-12-31,True
4998,CUST004998,Customer 004998,SME,AT,Brno,Energy,14,4548541.0,LOW,2020-01-01,2035-12-31,True
4999,CUST004999,Customer 004999,Government,DE,Ostrava,Healthcare,30,4735034.0,HIGH,2020-01-01,2035-12-31,True
5000,CUST005000,Customer 005000,SME,CZ,Munich,Retail,60,752372.0,LOW,2020-01-01,2035-12-31,True
5001,CUST005001,Customer 005001,Government,SK,Bratislava,Automotive,14,1683373.0,MEDIUM,2020-01-01,2035-12-31,True
5002,CUST005002,Customer 005002,Government,DE,Ostrava,Automotive,14,4768907.0,MEDIUM,2020-01-01,2035-12-31,True
5003,CUST005003,Customer 005003,Corporate,CZ,Bratislava,Energy,14,4002583.0,MEDIUM,2020-01-01,2035-12-31,True
5004,CUST005004,Customer 005004,SME,PL,Warsaw,Logistics,30,3816198.0,MEDIUM,2020-01-01,2035-12-31,True
5005,CUST005005,Customer 005005,Government,CZ,Berlin,Logistics,14,622885.0,HIGH,2020-01-01,2035-12-31,True
5006,CUST005006,Customer 005006,Corporate,AT,Ostrava,Manufacturing,30,549504.0,MEDIUM,2020-01-01,2035-12-31,True
5007,CUST005007,Customer 005007,Government,DE,Brno,Logistics,45,4163661.0,HIGH,2020-01-01,2035-12-31,True
5008,CUST005008,Customer 005008,Corporate,SK,Brno,Retail,60,453209.0,HIGH,2020-01-01,2035-12-31,True
5009,CUST005009,Customer 005009,Corporate,PL,Brno,Retail,30,1979567.0,HIGH,2020-01-01,2035-12-31,True
5010,CUST005010,Customer 005010,Government,PL,Bratislava,Healthcare,14,1577646.0,MEDIUM,2020-01-01,2035-12-31,True
5011,CUST005011,Customer 005011,SME,PL,Munich,Automotive,14,3650315.0,LOW,2020-01-01,2035-12-31,True
5012,CUST005012,Customer 005012,Corporate,CZ,Vienna,Construction,60,4705438.0,HIGH,2020-01-01,2035-12-31,True
5013,CUST005013,Customer 005013,Government,PL,Brno,Manufacturing,60,953767.0,HIGH,2020-01-01,2035-12-31,True
5014,CUST005014,Customer 005014,SME,PL,Prague,IT Services,45,308717.0,MEDIUM,2020-01-01,2035-12-31,True
5015,CUST005015,Customer 005015,Corporate,CZ,Brno,Automotive,14,1871605.0,MEDIUM,2020-01-01,2035-12-31,True
5016,CUST005016,Customer 005016,Corporate,PL,Brno,Logistics,45,915860.0,HIGH,2020-01-01,2035-12-31,True
5017,CUST005017,Customer 005017,Government,CZ,Vienna,IT Services,60,406525.0,HIGH,2020-01-01,2035-12-31,True
5018,CUST005018,Customer 005018,Government,CZ,Munich,Retail,45,369950.0,HIGH,2020-01-01,2035-12-31,True
5019,CUST005019,Customer 005019,Corporate,DE,Berlin,Construction,45,2402916.0,HIGH,2020-01-01,2035-12-31,True
5020,CUST005020,Customer 005020,SME,CZ,Berlin,Manufacturing,45,4256905.0,LOW,2020-01-01,2035-12-31,True
5021,CUST005021,Customer 005021,SME,SK,Munich,IT Services,45,3391809.0,MEDIUM,2020-01-01,2035-12-31,True
5022,CUST005022,Customer 005022,Government,PL,Bratislava,Construction,14,4136188.0,MEDIUM,2020-01-01,2035-12-31,True
5023,CUST005023,Customer 005023,Corporate,PL,Vienna,Retail,45,1250201.0,HIGH,2020-01-01,2035-12-31,True
5024,CUST005024,Customer 005024,Government,CZ,Vienna,Construction,60,3766678.0,MEDIUM,2020-01-01,2035-12-31,True
5025,CUST005025,Customer 005025,Corporate,DE,Bratislava,IT Services,60,3457757.0,MEDIUM,2020-01-01,2035-12-31,True
5026,CUST005026,Customer 005026,Government,CZ,Warsaw,Healthcare,14,853009.0,MEDIUM,2020-01-01,2035-12-31,True
5027,CUST005027,Customer 005027,SME,AT,Ostrava,Logistics,14,3987723.0,MEDIUM,2020-01-01,2035-12-31,True
5028,CUST005028,Customer 005028,Government,AT,Warsaw,Manufacturing,30,3299918.0,LOW,2020-01-01,2035-12-31,True
5029,CUST005029,Customer 005029,Government,AT,Berlin,Retail,14,3323483.0,MEDIUM,2020-01-01,2035-12-31,True
5030,CUST005030,Customer 005030,Corporate,PL,Berlin,Logistics,14,1640823.0,MEDIUM,2020-01-01,2035-12-31,True
5031,CUST005031,Customer 005031,Government,PL,Ostrava,IT Services,60,4650242.0,HIGH,2020-01-01,2035-12-31,True
5032,CUST005032,Customer 005032,Government,AT,Munich,Manufacturing,14,3370496.0,MEDIUM,2020-01-01,2035-12-31,True
5033,CUST005033,Customer 005033,SME,SK,Munich,Energy,45,425853.0,LOW,2020-01-01,2035-12-31,True
5034,CUST005034,Customer 005034,Corporate,DE,Munich,Automotive,30,777602.0,HIGH,2020-01-01,2035-12-31,True
5035,CUST005035,Customer 005035,Corporate,DE,Ostrava,IT Services,30,1753550.0,MEDIUM,2020-01-01,2035-12-31,True
5036,CUST005036,Customer 005036,Corporate,DE,Berlin,Manufacturing,14,4420455.0,MEDIUM,2020-01-01,2035-12-31,True
5037,CUST005037,Customer 005037,Government,PL,Vienna,Logistics,14,3846819.0,LOW,2020-01-01,2035-12-31,True
5038,CUST005038,Customer 005038,Corporate,DE,Prague,Construction,30,119245.0,HIGH,2020-01-01,2035-12-31,True
5039,CUST005039,Customer 005039,SME,SK,Warsaw,Healthcare,14,1630563.0,HIGH,2020-01-01,2035-12-31,True
5040,CUST005040,Customer 005040,Corporate,PL,Vienna,Construction,60,189739.0,MEDIUM,2020-01-01,2035-12-31,True
5041,CUST005041,Customer 005041,Government,PL,Bratislava,IT Services,30,2081724.0,LOW,2020-01-01,2035-12-31,True
5042,CUST005042,Customer 005042,Corporate,CZ,Prague,Retail,30,4904086.0,MEDIUM,2020-01-01,2035-12-31,True
5043,CUST005043,Customer 005043,SME,SK,Brno,IT Services,14,2407512.0,LOW,2020-01-01,2035-12-31,True
5044,CUST005044,Customer 005044,Government,AT,Bratislava,IT Services,30,3955536.0,MEDIUM,2020-01-01,2035-12-31,True
5045,CUST005045,Customer 005045,Government,PL,Ostrava,IT Services,14,1296442.0,LOW,2020-01-01,2035-12-31,True
5046,CUST005046,Customer 005046,Corporate,AT,Ostrava,Healthcare,14,1870418.0,MEDIUM,2020-01-01,2035-12-31,True
5047,CUST005047,Customer 005047,Government,PL,Brno,Retail,14,407645.0,HIGH,2020-01-01,2035-12-31,True
5048,CUST005048,Customer 005048,Government,AT,Ostrava,IT Services,30,3475906.0,MEDIUM,2020-01-01,2035-12-31,True
5049,CUST005049,Customer 005049,SME,PL,Berlin,Healthcare,45,3083504.0,HIGH,2020-01-01,2035-12-31,True
5050,CUST005050,Customer 005050,SME,AT,Vienna,Construction,30,3548146.0,LOW,2020-01-01,2035-12-31,True
5051,CUST005051,Customer 005051,Government,DE,Ostrava,Healthcare,60,1300689.0,MEDIUM,2020-01-01,2035-12-31,True
5052,CUST005052,Customer 005052,SME,DE,Ostrava,Automotive,45,1749524.0,MEDIUM,2020-01-01,2035-12-31,True
5053,CUST005053,Customer 005053,Corporate,CZ,Munich,Automotive,14,2827625.0,LOW,2020-01-01,2035-12-31,True
5054,CUST005054,Customer 005054,Corporate,DE,Warsaw,Construction,30,4697447.0,HIGH,2020-01-01,2035-12-31,True
5055,CUST005055,Customer 005055,Government,SK,Munich,Automotive,14,2247779.0,MEDIUM,2020-01-01,2035-12-31,True
5056,CUST005056,Customer 005056,SME,AT,Berlin,Logistics,60,421286.0,HIGH,2020-01-01,2035-12-31,True
5057,CUST005057,Customer 005057,Corporate,PL,Munich,IT Services,45,4248950.0,MEDIUM,2020-01-01,2035-12-31,True
5058,CUST005058,Customer 005058,Corporate,SK,Prague,Energy,45,1791535.0,LOW,2020-01-01,2035-12-31,True
5059,CUST005059,Customer 005059,Government,SK,Berlin,Construction,30,911702.0,MEDIUM,2020-01-01,2035-12-31,True
5060,CUST005060,Customer 005060,Government,SK,Berlin,Automotive,14,339126.0,MEDIUM,2020-01-01,2035-12-31,True
5061,CUST005061,Customer 005061,SME,CZ,Vienna,IT Services,30,81815.0,HIGH,2020-01-01,2035-12-31,True
5062,CUST005062,Customer 005062,Corporate,CZ,Berlin,Retail,45,2450449.0,MEDIUM,2020-01-01,2035-12-31,True
5063,CUST005063,Customer 005063,Corporate,PL,Berlin,IT Services,45,3920175.0,MEDIUM,2020-01-01,2035-12-31,True
5064,CUST005064,Customer 005064,SME,SK,Bratislava,Retail,60,861049.0,LOW,2020-01-01,2035-12-31,True
5065,CUST005065,Customer 005065,Government,DE,Bratislava,Healthcare,30,2370519.0,HIGH,2020-01-01,2035-12-31,True
5066,CUST005066,Customer 005066,SME,SK,Berlin,Energy,14,823722.0,LOW,2020-01-01,2035-12-31,True
5067,CUST005067,Customer 005067,Corporate,SK,Vienna,Healthcare,45,2579399.0,HIGH,2020-01-01,2035-12-31,True
5068,CUST005068,Customer 005068,Government,AT,Warsaw,Construction,60,627297.0,HIGH,2020-01-01,2035-12-31,True
5069,CUST005069,Customer 005069,Government,PL,Brno,Energy,60,500362.0,HIGH,2020-01-01,2035-12-31,True
5070,CUST005070,Customer 005070,Corporate,CZ,Warsaw,Automotive,60,2190160.0,LOW,2020-01-01,2035-12-31,True
5071,CUST005071,Customer 005071,SME,AT,Bratislava,Automotive,60,2469828.0,HIGH,2020-01-01,2035-12-31,True
5072,CUST005072,Customer 005072,Corporate,SK,Bratislava,Retail,30,1454077.0,LOW,2020-01-01,2035-12-31,True
5073,CUST005073,Customer 005073,Corporate,PL,Warsaw,IT Services,14,3732363.0,LOW,2020-01-01,2035-12-31,True
5074,CUST005074,Customer 005074,SME,AT,Bratislava,Retail,45,4457042.0,LOW,2020-01-01,2035-12-31,True
5075,CUST005075,Customer 005075,SME,PL,Munich,IT Services,60,4006056.0,HIGH,2020-01-01,2035-12-31,True
5076,CUST005076,Customer 005076,SME,DE,Prague,Energy,14,1905392.0,MEDIUM,2020-01-01,2035-12-31,True
5077,CUST005077,Customer 005077,SME,AT,Warsaw,Logistics,14,81304.0,HIGH,2020-01-01,2035-12-31,True
5078,CUST005078,Customer 005078,SME,AT,Ostrava,Automotive,30,1057859.0,LOW,2020-01-01,2035-12-31,True
5079,CUST005079,Customer 005079,Government,PL,Ostrava,Retail,30,4273205.0,MEDIUM,2020-01-01,2035-12-31,True
5080,CUST005080,Customer 005080,Government,SK,Munich,IT Services,60,1171249.0,MEDIUM,2020-01-01,2035-12-31,True
5081,CUST005081,Customer 005081,SME,SK,Bratislava,Healthcare,14,2561250.0,HIGH,2020-01-01,2035-12-31,True
5082,CUST005082,Customer 005082,SME,PL,Berlin,Automotive,14,3424706.0,MEDIUM,2020-01-01,2035-12-31,True
5083,CUST005083,Customer 005083,Government,AT,Prague,IT Services,45,1992911.0,LOW,2020-01-01,2035-12-31,True
5084,CUST005084,Customer 005084,Corporate,SK,Vienna,IT Services,30,2902560.0,HIGH,2020-01-01,2035-12-31,True
5085,CUST005085,Customer 005085,Government,DE,Brno,Retail,45,3682242.0,MEDIUM,2020-01-01,2035-12-31,True
5086,CUST005086,Customer 005086,Corporate,SK,Vienna,Automotive,14,294018.0,MEDIUM,2020-01-01,2035-12-31,True
5087,CUST005087,Customer 005087,Government,SK,Munich,Retail,60,209191.0,MEDIUM,2020-01-01,2035-12-31,True
5088,CUST005088,Customer 005088,Government,SK,Berlin,IT Services,14,747625.0,HIGH,2020-01-01,2035-12-31,True
5089,CUST005089,Customer 005089,SME,DE,Warsaw,Construction,45,4854291.0,MEDIUM,2020-01-01,2035-12-31,True
5090,CUST005090,Customer 005090,Corporate,CZ,Bratislava,Energy,30,925781.0,LOW,2020-01-01,2035-12-31,True
5091,CUST005091,Customer 005091,SME,SK,Berlin,Construction,60,1537015.0,MEDIUM,2020-01-01,2035-12-31,True
5092,CUST005092,Customer 005092,SME,AT,Berlin,Energy,60,4144613.0,MEDIUM,2020-01-01,2035-12-31,True
5093,CUST005093,Customer 005093,Government,SK,Warsaw,Logistics,14,1800020.0,MEDIUM,2020-01-01,2035-12-31,True
5094,CUST005094,Customer 005094,Corporate,AT,Vienna,Retail,45,1895987.0,HIGH,2020-01-01,2035-12-31,True
5095,CUST005095,Customer 005095,Corporate,PL,Vienna,Automotive,60,4172068.0,LOW,2020-01-01,2035-12-31,True
5096,CUST005096,Customer 005096,Corporate,SK,Prague,Energy,60,1014534.0,MEDIUM,2020-01-01,2035-12-31,True
5097,CUST005097,Customer 005097,Corporate,CZ,Brno,Retail,14,1928577.0,HIGH,2020-01-01,2035-12-31,True
5098,CUST005098,Customer 005098,Corporate,DE,Vienna,Manufacturing,45,2424469.0,LOW,2020-01-01,2035-12-31,True
5099,CUST005099,Customer 005099,Government,SK,Berlin,IT Services,60,1361004.0,LOW,2020-01-01,2035-12-31,True
5100,CUST005100,Customer 005100,SME,PL,Prague,Retail,14,4450449.0,MEDIUM,2020-01-01,2035-12-31,True
5101,CUST005101,Customer 005101,Corporate,AT,Vienna,Energy,14,2666123.0,HIGH,2020-01-01,2035-12-31,True
5102,CUST005102,Customer 005102,Government,PL,Brno,Construction,60,1930488.0,HIGH,2020-01-01,2035-12-31,True
5103,CUST005103,Customer 005103,Government,CZ,Berlin,Energy,60,3923774.0,HIGH,2020-01-01,2035-12-31,True
5104,CUST005104,Customer 005104,Corporate,AT,Munich,Automotive,14,4949226.0,HIGH,2020-01-01,2035-12-31,True
5105,CUST005105,Customer 005105,SME,CZ,Prague,Automotive,30,3892563.0,LOW,2020-01-01,2035-12-31,True
5106,CUST005106,Customer 005106,SME,DE,Bratislava,Automotive,14,3102055.0,HIGH,2020-01-01,2035-12-31,True
5107,CUST005107,Customer 005107,SME,PL,Munich,Automotive,45,3095669.0,HIGH,2020-01-01,2035-12-31,True
5108,CUST005108,Customer 005108,SME,CZ,Warsaw,Construction,60,1689714.0,LOW,2020-01-01,2035-12-31,True
5109,CUST005109,Customer 005109,SME,AT,Prague,Retail,14,2865576.0,MEDIUM,2020-01-01,2035-12-31,True
5110,CUST005110,Customer 005110,Government,PL,Brno,Energy,60,1774714.0,HIGH,2020-01-01,2035-12-31,True
5111,CUST005111,Customer 005111,Corporate,AT,Prague,Logistics,45,3458299.0,HIGH,2020-01-01,2035-12-31,True
5112,CUST005112,Customer 005112,Government,PL,Berlin,Retail,14,4443495.0,MEDIUM,2020-01-01,2035-12-31,True
5113,CUST005113,Customer 005113,Government,PL,Munich,Healthcare,45,4252310.0,MEDIUM,2020-01-01,2035-12-31,True
5114,CUST005114,Customer 005114,SME,PL,Vienna,Healthcare,30,3495386.0,MEDIUM,2020-01-01,2035-12-31,True
5115,CUST005115,Customer 005115,SME,AT,Prague,Automotive,60,1734135.0,LOW,2020-01-01,2035-12-31,True
5116,CUST005116,Customer 005116,SME,AT,Munich,Logistics,45,3352662.0,MEDIUM,2020-01-01,2035-12-31,True
5117,CUST005117,Customer 005117,Government,DE,Munich,Logistics,60,2225023.0,HIGH,2020-01-01,2035-12-31,True
5118,CUST005118,Customer 005118,Government,DE,Munich,Retail,45,3016071.0,HIGH,2020-01-01,2035-12-31,True
5119,CUST005119,Customer 005119,Government,SK,Vienna,Energy,45,2731974.0,HIGH,2020-01-01,2035-12-31,True
5120,CUST005120,Customer 005120,Corporate,SK,Vienna,Manufacturing,45,2074485.0,MEDIUM,2020-01-01,2035-12-31,True
5121,CUST005121,Customer 005121,SME,SK,Prague,IT Services,60,2690906.0,LOW,2020-01-01,2035-12-31,True
5122,CUST005122,Customer 005122,Government,PL,Vienna,Construction,14,2038296.0,MEDIUM,2020-01-01,2035-12-31,True
5123,CUST005123,Customer 005123,SME,DE,Prague,Energy,14,3192351.0,LOW,2020-01-01,2035-12-31,True
5124,CUST005124,Customer 005124,Government,SK,Bratislava,Construction,60,4918294.0,LOW,2020-01-01,2035-12-31,True
5125,CUST005125,Customer 005125,Corporate,PL,Brno,Healthcare,60,3235782.0,MEDIUM,2020-01-01,2035-12-31,True
5126,CUST005126,Customer 005126,Government,PL,Prague,IT Services,14,4032228.0,LOW,2020-01-01,2035-12-31,True
5127,CUST005127,Customer 005127,SME,SK,Prague,IT Services,14,3000677.0,LOW,2020-01-01,2035-12-31,True
5128,CUST005128,Customer 005128,Government,AT,Bratislava,Automotive,45,295904.0,MEDIUM,2020-01-01,2035-12-31,True
5129,CUST005129,Customer 005129,Corporate,CZ,Ostrava,Logistics,45,4382928.0,LOW,2020-01-01,2035-12-31,True
