supplier_code,supplier_name,country_code,city,payment_terms,vat_number,active
SUP002361,Supplier 002361,DE,Munich,14,DE100002361,True
SUP002362,Supplier 002362,DE,Munich,60,DE100002362,True
SUP002363,Supplier 002363,CZ,Prague,45,CZ100002363,True
SUP002364,Supplier 002364,SK,Bratislava,30,SK100002364,True
SUP002365,Supplier 002365,DE,Berlin,60,DE100002365,True
SUP002366,Supplier 002366,CZ,Ostrava,14,CZ100002366,True
SUP002367,Supplier 002367,AT,Vienna,30,AT100002367,True
SUP002368,Supplier 002368,AT,Vienna,30,AT100002368,True
SUP002369,Supplier 002369,CZ,Ostrava,60,CZ100002369,True
SUP002370,Supplier 002370,DE,Munich,45,DE100002370,True
SUP002371,Supplier 002371,PL,Warsaw,30,PL100002371,True
SUP002372,Supplier 002372,SK,Bratislava,30,SK100002372,True
SUP002373,Supplier 002373,SK,Bratislava,30,SK100002373,True
SUP002374,Supplier 002374,DE,Munich,30,DE100002374,True
SUP002375,Supplier 002375,AT,Vienna,30,AT100002375,True
SUP002376,Supplier 002376,CZ,Ostrava,45,CZ100002376,True
SUP002377,Supplier 002377,CZ,Brno,14,CZ100002377,True
SUP002378,Supplier 002378,CZ,Ostrava,45,CZ100002378,True
SUP002379,Supplier 002379,CZ,Ostrava,14,CZ100002379,True
SUP002380,Supplier 002380,DE,Berlin,60,DE100002380,True
SUP002381,Supplier 002381,AT,Vienna,45,AT100002381,True
SUP002382,Supplier 002382,PL,Warsaw,45,PL100002382,True
SUP002383,Supplier 002383,CZ,Ostrava,30,CZ100002383,True
SUP002384,Supplier 002384,CZ,Brno,30,CZ100002384,True
SUP002385,Supplier 002385,CZ,Ostrava,14,CZ100002385,True
SUP002386,Supplier 002386,DE,Munich,30,DE100002386,True
SUP002387,Supplier 002387,SK,Bratislava,30,SK100002387,True
SUP002388,Supplier 002388,CZ,Prague,45,CZ100002388,True
SUP002389,Supplier 002389,CZ,Brno,60,CZ100002389,True
SUP002390,Supplier 002390,CZ,Ostrava,60,CZ100002390,True
SUP002391,Supplier 002391,DE,Berlin,30,DE100002391,True
SUP002392,Supplier 002392,AT,Vienna,60,AT100002392,True
SUP002393,Supplier 002393,PL,Warsaw,30,PL100002393,True
SUP002394,Supplier 002394,CZ,Ostrava,30,CZ100002394,True
SUP002395,Supplier 002395,SK,Bratislava,14,SK100002395,True
SUP002396,Supplier 002396,AT,Vienna,14,AT100002396,True
SUP002397,Supplier 002397,DE,Munich,60,DE100002397,True
SUP002398,Supplier 002398,SK,Bratislava,30,SK100002398,True
SUP002399,Supplier 002399,SK,Bratislava,14,SK100002399,True
SUP002400,Supplier 002400,CZ,Ostrava,60,CZ100002400,True
SUP002401,Supplier 002401,PL,Warsaw,45,PL100002401,True
SUP002402,Supplier 002402,PL,Warsaw,30,PL100002402,True
SUP002403,Supplier 002403,AT,Vienna,60,AT100002403,True
SUP002404,Supplier 002404,CZ,Prague,60,CZ100002404,True
SUP002405,Supplier 002405,DE,Berlin,60,DE100002405,True
SUP002406,Supplier 002406,CZ,Prague,14,CZ100002406,True
SUP002407,Supplier 002407,PL,Warsaw,60,PL100002407,True
SUP002408,Supplier 002408,CZ,Prague,30,CZ100002408,True
SUP002409,Supplier 002409,AT,Vienna,14,AT100002409,True
SUP002410,Supplier 002410,AT,Vienna,14,AT100002410,True
SUP002411,Supplier 002411,SK,Bratislava,45,SK100002411,True
SUP002412,Supplier 002412,PL,Warsaw,60,PL100002412,True
SUP002413,Supplier 002413,DE,Munich,45,DE100002413,True
SUP002414,Supplier 002414,PL,Warsaw,30,PL100002414,True
SUP002415,Supplier 002415,AT,Vienna,45,AT100002415,True
SUP002416,Supplier 002416,CZ,Prague,30,CZ100002416,True
SUP002417,Supplier 002417,PL,Warsaw,60,PL100002417,True
SUP002418,Supplier 002418,CZ,Brno,14,CZ100002418,True
SUP002419,Supplier 002419,CZ,Ostrava,30,CZ100002419,True
SUP002420,Supplier 002420,AT,Vienna,60,AT100002420,True
SUP002421,Supplier 002421,DE,Berlin,60,DE100002421,True
SUP002422,Supplier 002422,CZ,Prague,30,CZ100002422,True
SUP002423,Supplier 002423,PL,Warsaw,30,PL100002423,True
SUP002424,Supplier 002424,PL,Warsaw,14,PL100002424,True
SUP002425,Supplier 002425,DE,Munich,45,DE100002425,True
SUP002426,Supplier 002426,CZ,Ostrava,14,CZ100002426,True
SUP002427,Supplier 002427,CZ,Brno,14,CZ100002427,True
SUP002428,Supplier 002428,PL,Warsaw,45,PL100002428,True
SUP002429,Supplier 002429,CZ,Brno,60,CZ100002429,True
SUP002430,Supplier 002430,CZ,Ostrava,60,CZ100002430,True
SUP002431,Supplier 002431,AT,Vienna,14,AT100002431,True
SUP002432,Supplier 002432,CZ,Ostrava,45,CZ100002432,True
SUP002433,Supplier 002433,CZ,Ostrava,30,CZ100002433,True
SUP002434,Supplier 002434,CZ,Ostrava,30,CZ100002434,True
SUP002435,Supplier 002435,CZ,Prague,60,CZ100002435,True
SUP002436,Supplier 002436,DE,Munich,45,DE100002436,True
SUP002437,Supplier 002437,PL,Warsaw,45,PL100002437,True
SUP002438,Supplier 002438,CZ,Ostrava,14,CZ100002438,True
SUP002439,Supplier 002439,CZ,Ostrava,30,CZ100002439,True
SUP002440,Supplier 002440,CZ,Prague,45,CZ100002440,True
SUP002441,Supplier 002441,CZ,Prague,60,CZ100002441,True
SUP002442,Supplier 002442,PL,Warsaw,60,PL100002442,True
SUP002443,Supplier 002443,CZ,Prague,60,CZ100002443,True
SUP002444,Supplier 002444,SK,Bratislava,30,SK100002444,True
SUP002445,Supplier 002445,PL,Warsaw,60,PL100002445,True
SUP002446,Supplier 002446,AT,Vienna,60,AT100002446,True
SUP002447,Supplier 002447,CZ,Brno,14,CZ100002447,True
SUP002448,Supplier 002448,SK,Bratislava,45,SK100002448,True
SUP002449,Supplier 002449,SK,Bratislava,14,SK100002449,True
SUP002450,Supplier 002450,CZ,Ostrava,30,CZ100002450,True
SUP002451,Supplier 002451,CZ,Prague,45,CZ100002451,True
SUP002452,Supplier 002452,CZ,Prague,30,CZ100002452,True
SUP002453,Supplier 002453,CZ,Prague,45,CZ100002453,True
SUP002454,Supplier 002454,DE,Berlin,14,DE100002454,True
SUP002455,Supplier 002455,CZ,Prague,14,CZ100002455,True
SUP002456,Supplier 002456,AT,Vienna,30,AT100002456,True
SUP002457,Supplier 002457,CZ,Ostrava,45,CZ100002457,True
SUP002458,Supplier 002458,CZ,Ostrava,60,CZ100002458,True
SUP002459,Supplier 002459,DE,Berlin,14,DE100002459,True
SUP002460,Supplier 002460,CZ,Brno,45,CZ100002460,True
SUP002461,Supplier 002461,DE,Berlin,45,DE100002461,True
SUP002462,Supplier 002462,AT,Vienna,14,AT100002462,True
SUP002463,Supplier 002463,AT,Vienna,14,AT100002463,True
SUP002464,Supplier 002464,DE,Munich,60,DE100002464,True
SUP002465,Supplier 002465,CZ,Ostrava,14,CZ100002465,True
SUP002466,Supplier 002466,DE,Munich,45,DE100002466,True
SUP002467,Supplier 002467,AT,Vienna,30,AT100002467,True
SUP002468,Supplier 002468,SK,Bratislava,14,SK100002468,True
SUP002469,Supplier 002469,CZ,Brno,14,CZ100002469,True
SUP002470,Supplier 002470,PL,Warsaw,45,PL100002470,True
SUP002471,Supplier 002471,AT,Vienna,45,AT100002471,True
SUP002472,Supplier 002472,DE,Munich,45,DE100002472,True
SUP002473,Supplier 002473,CZ,Ostrava,60,CZ100002473,True
SUP002474,Supplier 002474,PL,Warsaw,60,PL100002474,True
SUP002475,Supplier 002475,CZ,Ostrava,30,CZ100002475,True
SUP002476,Supplier 002476,DE,Munich,30,DE100002476,True
SUP002477,Supplier 002477,CZ,Prague,14,CZ100002477,True
SUP002478,Supplier 002478,CZ,Prague,60,CZ100002478,True
SUP002479,Supplier 002479,CZ,Brno,30,CZ100002479,True
SUP002480,Supplier 002480,AT,Vienna,60,AT100002480,True
SUP002481,Supplier 002481,CZ,Prague,45,CZ100002481,True
SUP002482,Supplier 002482,DE,Berlin,30,DE100002482,True
SUP002483,Supplier 002483,CZ,Prague,30,CZ100002483,True
SUP002484,Supplier 002484,DE,Munich,45,DE100002484,True
SUP002485,Supplier 002485,CZ,Brno,45,CZ100002485,True
SUP002486,Supplier 002486,DE,Munich,45,DE100002486,True
SUP002487,Supplier 002487,CZ,Prague,14,CZ100002487,True
SUP002488,Supplier 002488,DE,Berlin,45,DE100002488,True
SUP002489,Supplier 002489,AT,Vienna,14,AT100002489,True
SUP002490,Supplier 002490,CZ,Ostrava,30,CZ100002490,True
SUP002491,Supplier 002491,DE,Berlin,45,DE100002491,True
SUP002492,Supplier 002492,PL,Warsaw,60,PL100002492,True
SUP002493,Supplier 002493,CZ,Prague,30,CZ100002493,True
SUP002494,Supplier 002494,PL,Warsaw,30,PL100002494,True
SUP002495,Supplier 002495,PL,Warsaw,45,PL100002495,True
SUP002496,Supplier 002496,PL,Warsaw,60,PL100002496,True
SUP002497,Supplier 002497,CZ,Prague,45,CZ100002497,True
SUP002498,Supplier 002498,DE,Berlin,14,DE100002498,True
SUP002499,Supplier 002499,SK,Bratislava,45,SK100002499,True
SUP002500,Supplier 002500,DE,Berlin,14,DE100002500,True
SUP002501,Supplier 002501,CZ,Ostrava,45,CZ100002501,True
SUP002502,Supplier 002502,CZ,Prague,45,CZ100002502,True
SUP002503,Supplier 002503,AT,Vienna,30,AT100002503,True
SUP002504,Supplier 002504,AT,Vienna,30,AT100002504,True
SUP002505,Supplier 002505,CZ,Brno,45,CZ100002505,True
SUP002506,Supplier 002506,DE,Berlin,14,DE100002506,True
SUP002507,Supplier 002507,DE,Munich,60,DE100002507,True
SUP002508,Supplier 002508,CZ,Brno,60,CZ100002508,True
SUP002509,Supplier 002509,SK,Bratislava,45,SK100002509,True
SUP002510,Supplier 002510,PL,Warsaw,45,PL100002510,True
SUP002511,Supplier 002511,SK,Bratislava,45,SK100002511,True
SUP002512,Supplier 002512,CZ,Ostrava,14,CZ100002512,True
SUP002513,Supplier 002513,DE,Berlin,14,DE100002513,True
SUP002514,Supplier 002514,SK,Bratislava,14,SK100002514,True
SUP002515,Supplier 002515,PL,Warsaw,14,PL100002515,True
SUP002516,Supplier 002516,PL,Warsaw,30,PL100002516,True
SUP002517,Supplier 002517,SK,Bratislava,45,SK100002517,True
SUP002518,Supplier 002518,PL,Warsaw,45,PL100002518,True
SUP002519,Supplier 002519,DE,Berlin,30,DE100002519,True
SUP002520,Supplier 002520,CZ,Brno,30,CZ100002520,True
SUP002521,Supplier 002521,SK,Bratislava,14,SK100002521,True
SUP002522,Supplier 002522,PL,Warsaw,60,PL100002522,True
SUP002523,Supplier 002523,CZ,Brno,14,CZ100002523,True
SUP002524,Supplier 002524,DE,Munich,14,DE100002524,True
SUP002525,Supplier 002525,CZ,Brno,45,CZ100002525,True
SUP002526,Supplier 002526,PL,Warsaw,14,PL100002526,True
SUP002527,Supplier 002527,CZ,Brno,45,CZ100002527,True
SUP002528,Supplier 002528,CZ,Prague,45,CZ100002528,True
SUP002529,Supplier 002529,SK,Bratislava,45,SK100002529,True
SUP002530,Supplier 002530,SK,Bratislava,30,SK100002530,True
SUP002531,Supplier 002531,DE,Munich,45,DE100002531,True
SUP002532,Supplier 002532,DE,Berlin,60,DE100002532,True
SUP002533,Supplier 002533,CZ,Brno,45,CZ100002533,True
SUP002534,Supplier 002534,CZ,Ostrava,30,CZ100002534,True
SUP002535,Supplier 002535,DE,Munich,14,DE100002535,True
SUP002536,Supplier 002536,CZ,Prague,14,CZ100002536,True
SUP002537,Supplier 002537,SK,Bratislava,45,SK100002537,True
SUP002538,Supplier 002538,DE,Berlin,45,DE100002538,True
SUP002539,Supplier 002539,CZ,Ostrava,45,CZ100002539,True
SUP002540,Supplier 002540,SK,Bratislava,30,SK100002540,True
SUP002541,Supplier 002541,CZ,Brno,45,CZ100002541,True
SUP002542,Supplier 002542,DE,Berlin,60,DE100002542,True
SUP002543,Supplier 002543,CZ,Prague,30,CZ100002543,True
SUP002544,Supplier 002544,CZ,Prague,60,CZ100002544,True
SUP002545,Supplier 002545,CZ,Prague,14,CZ100002545,True
SUP002546,Supplier 002546,AT,Vienna,14,AT100002546,True
SUP002547,Supplier 002547,CZ,Brno,60,CZ100002547,True
SUP002548,Supplier 002548,AT,Vienna,30,AT100002548,True
SUP002549,Supplier 002549,PL,Warsaw,45,PL100002549,True
SUP002550,Supplier 002550,DE,Munich,45,DE100002550,True
SUP002551,Supplier 002551,SK,Bratislava,14,SK100002551,True
SUP002552,Supplier 002552,PL,Warsaw,30,PL100002552,True
SUP002553,Supplier 002553,CZ,Brno,60,CZ100002553,True
SUP002554,Supplier 002554,CZ,Brno,60,CZ100002554,True
SUP002555,Supplier 002555,DE,Munich,60,DE100002555,True
SUP002556,Supplier 002556,PL,Warsaw,30,PL100002556,True
SUP002557,Supplier 002557,SK,Bratislava,30,SK100002557,True
SUP002558,Supplier 002558,DE,Munich,45,DE100002558,True
SUP002559,Supplier 002559,AT,Vienna,30,AT100002559,True
SUP002560,Supplier 002560,DE,Berlin,45,DE100002560,True
SUP002561,Supplier 002561,PL,Warsaw,60,PL100002561,True
SUP002562,Supplier 002562,CZ,Prague,14,CZ100002562,True
SUP002563,Supplier 002563,PL,Warsaw,14,PL100002563,True
SUP002564,Supplier 002564,DE,Berlin,60,DE100002564,True
SUP002565,Supplier 002565,PL,Warsaw,30,PL100002565,True
SUP002566,Supplier 002566,DE,Munich,45,DE100002566,True
SUP002567,Supplier 002567,CZ,Ostrava,14,CZ100002567,True
SUP002568,Supplier 002568,AT,Vienna,14,AT100002568,True
SUP002569,Supplier 002569,DE,Berlin,14,DE100002569,True
SUP002570,Supplier 002570,DE,Munich,60,DE100002570,True
SUP002571,Supplier 002571,AT,Vienna,60,AT100002571,True
SUP002572,Supplier 002572,SK,Bratislava,30,SK100002572,True
SUP002573,Supplier 002573,CZ,Ostrava,60,CZ100002573,True
SUP002574,Supplier 002574,AT,Vienna,14,AT100002574,True
SUP002575,Supplier 002575,DE,Berlin,30,DE100002575,True
SUP002576,Supplier 002576,AT,Vienna,60,AT100002576,True
SUP002577,Supplier 002577,DE,Berlin,30,DE100002577,True
SUP002578,Supplier 002578,CZ,Ostrava,14,CZ100002578,True
SUP002579,Supplier 002579,PL,Warsaw,14,PL100002579,True
SUP002580,Supplier 002580,PL,Warsaw,45,PL100002580,True
SUP002581,Supplier 002581,CZ,Brno,60,CZ100002581,True
SUP002582,Supplier 002582,CZ,Ostrava,45,CZ100002582,True
SUP002583,Supplier 002583,AT,Vienna,14,AT100002583,True
SUP002584,Supplier 002584,CZ,Brno,60,CZ100002584,True
SUP002585,Supplier 002585,DE,Berlin,60,DE100002585,True
SUP002586,Supplier 002586,CZ,Prague,14,CZ100002586,True
SUP002587,Supplier 002587,SK,Bratislava,30,SK100002587,True
SUP002588,Supplier 002588,CZ,Prague,30,CZ100002588,True
SUP002589,Supplier 002589,CZ,Ostrava,60,CZ100002589,True
SUP002590,Supplier 002590,DE,Munich,60,DE100002590,True
SUP002591,Supplier 002591,PL,Warsaw,30,PL100002591,True
SUP002592,Supplier 002592,SK,Bratislava,45,SK100002592,True
SUP002593,Supplier 002593,DE,Munich,45,DE100002593,True
SUP002594,Supplier 002594,AT,Vienna,45,AT100002594,True
SUP002595,Supplier 002595,CZ,Brno,14,CZ100002595,True
SUP002596,Supplier 002596,AT,Vienna,30,AT100002596,True
SUP002597,Supplier 002597,DE,Munich,14,DE100002597,True
SUP002598,Supplier 002598,DE,Berlin,14,DE100002598,True
SUP002599,Supplier 002599,CZ,Prague,45,CZ100002599,True
SUP002600,Supplier 002600,CZ,Brno,45,CZ100002600,True
SUP002601,Supplier 002601,CZ,Prague,30,CZ100002601,True
SUP002602,Supplier 002602,AT,Vienna,60,AT100002602,True
SUP002603,Supplier 002603,DE,Berlin,60,DE100002603,True
SUP002604,Supplier 002604,AT,Vienna,60,AT100002604,True
SUP002605,Supplier 002605,AT,Vienna,30,AT100002605,True
SUP002606,Supplier 002606,CZ,Ostrava,60,CZ100002606,True
SUP002607,Supplier 002607,CZ,Ostrava,30,CZ100002607,True
SUP002608,Supplier 002608,AT,Vienna,45,AT100002608,True
SUP002609,Supplier 002609,AT,Vienna,30,AT100002609,True
SUP002610,Supplier 002610,DE,Munich,30,DE100002610,True
SUP002611,Supplier 002611,CZ,Ostrava,14,CZ100002611,True
SUP002612,Supplier 002612,CZ,Brno,14,CZ100002612,True
SUP002613,Supplier 002613,CZ,Ostrava,60,CZ100002613,True
SUP002614,Supplier 002614,AT,Vienna,30,AT100002614,True
SUP002615,Supplier 002615,CZ,Brno,30,CZ100002615,True
SUP002616,Supplier 002616,AT,Vienna,60,AT100002616,True
SUP002617,Supplier 002617,AT,Vienna,30,AT100002617,True
SUP002618,Supplier 002618,PL,Warsaw,60,PL100002618,True
SUP002619,Supplier 002619,PL,Warsaw,60,PL100002619,True
SUP002620,Supplier 002620,DE,Berlin,30,DE100002620,True
SUP002621,Supplier 002621,CZ,Ostrava,60,CZ100002621,True
SUP002622,Supplier 002622,CZ,Prague,60,CZ100002622,True
SUP002623,Supplier 002623,SK,Bratislava,45,SK100002623,True
SUP002624,Supplier 002624,AT,Vienna,45,AT100002624,True
SUP002625,Supplier 002625,CZ,Prague,14,CZ100002625,True
SUP002626,Supplier 002626,PL,Warsaw,45,PL100002626,True
SUP002627,Supplier 002627,CZ,Brno,60,CZ100002627,True
SUP002628,Supplier 002628,CZ,Brno,30,CZ100002628,True
SUP002629,Supplier 002629,DE,Munich,60,DE100002629,True
SUP002630,Supplier 002630,CZ,Brno,14,CZ100002630,True
SUP002631,Supplier 002631,SK,Bratislava,60,SK100002631,True
SUP002632,Supplier 002632,CZ,Brno,45,CZ100002632,True
SUP002633,Supplier 002633,CZ,Prague,45,CZ100002633,True
SUP002634,Supplier 002634,CZ,Prague,60,CZ100002634,True
SUP002635,Supplier 002635,PL,Warsaw,60,PL100002635,True
SUP002636,Supplier 002636,DE,Berlin,60,DE100002636,True
SUP002637,Supplier 002637,DE,Berlin,45,DE100002637,True
SUP002638,Supplier 002638,DE,Munich,30,DE100002638,True
SUP002639,Supplier 002639,CZ,Prague,45,CZ100002639,True
SUP002640,Supplier 002640,DE,Munich,14,DE100002640,True
SUP002641,Supplier 002641,PL,Warsaw,30,PL100002641,True
SUP002642,Supplier 002642,CZ,Prague,45,CZ100002642,True
SUP002643,Supplier 002643,CZ,Prague,45,CZ100002643,True
SUP002644,Supplier 002644,PL,Warsaw,14,PL100002644,True
SUP002645,Supplier 002645,CZ,Ostrava,14,CZ100002645,True
SUP002646,Supplier 002646,DE,Munich,45,DE100002646,True
SUP002647,Supplier 002647,CZ,Ostrava,45,CZ100002647,True
SUP002648,Supplier 002648,DE,Munich,45,DE100002648,True
SUP002649,Supplier 002649,CZ,Prague,14,CZ100002649,True
SUP002650,Supplier 002650,CZ,Ostrava,30,CZ100002650,True
SUP002651,Supplier 002651,PL,Warsaw,45,PL100002651,True
SUP002652,Supplier 002652,CZ,Ostrava,45,CZ100002652,True
SUP002653,Supplier 002653,SK,Bratislava,60,SK100002653,True
SUP002654,Supplier 002654,CZ,Ostrava,14,CZ100002654,True
SUP002655,Supplier 002655,DE,Berlin,14,DE100002655,True
SUP002656,Supplier 002656,CZ,Ostrava,30,CZ100002656,True
SUP002657,Supplier 002657,PL,Warsaw,60,PL100002657,True
SUP002658,Supplier 002658,AT,Vienna,30,AT100002658,True
SUP002659,Supplier 002659,PL,Warsaw,30,PL100002659,True
SUP002660,Supplier 002660,SK,Bratislava,45,SK100002660,True
SUP002661,Supplier 002661,CZ,Prague,45,CZ100002661,True
SUP002662,Supplier 002662,CZ,Brno,14,CZ100002662,True
SUP002663,Supplier 002663,CZ,Ostrava,60,CZ100002663,True
SUP002664,Supplier 002664,AT,Vienna,60,AT100002664,True
SUP002665,Supplier 002665,DE,Munich,60,DE100002665,True
SUP002666,Supplier 002666,SK,Bratislava,60,SK100002666,True
SUP002667,Supplier 002667,AT,Vienna,60,AT100002667,True
SUP002668,Supplier 002668,DE,Munich,30,DE100002668,True
SUP002669,Supplier 002669,AT,Vienna,14,AT100002669,True
SUP002670,Supplier 002670,DE,Munich,60,DE100002670,True
SUP002671,Supplier 002671,AT,Vienna,45,AT100002671,True
SUP002672,Supplier 002672,CZ,Prague,14,CZ100002672,True
SUP002673,Supplier 002673,DE,Berlin,60,DE100002673,True
SUP002674,Supplier 002674,DE,Munich,45,DE100002674,True
SUP002675,Supplier 002675,DE,Munich,45,DE100002675,True
SUP002676,Supplier 002676,CZ,Brno,45,CZ100002676,True
SUP002677,Supplier 002677,AT,Vienna,60,AT100002677,True
SUP002678,Supplier 002678,SK,Bratislava,30,SK100002678,True
SUP002679,Supplier 002679,DE,Berlin,30,DE100002679,True
SUP002680,Supplier 002680,DE,Berlin,14,DE100002680,True
SUP002681,Supplier 002681,CZ,Prague,14,CZ100002681,True
SUP002682,Supplier 002682,CZ,Prague,60,CZ100002682,True
SUP002683,Supplier 002683,CZ,Brno,14,CZ100002683,True
SUP002684,Supplier 002684,PL,Warsaw,45,PL100002684,True
SUP002685,Supplier 002685,SK,Bratislava,45,SK100002685,True
SUP002686,Supplier 002686,DE,Munich,30,DE100002686,True
SUP002687,Supplier 002687,CZ,Prague,14,CZ100002687,True
SUP002688,Supplier 002688,CZ,Brno,14,CZ100002688,True
SUP002689,Supplier 002689,SK,Bratislava,14,SK100002689,True
SUP002690,Supplier 002690,CZ,Brno,14,CZ100002690,True
SUP002691,Supplier 002691,CZ,Ostrava,60,CZ100002691,True
SUP002692,Supplier 002692,CZ,Ostrava,14,CZ100002692,True
SUP002693,Supplier 002693,CZ,Ostrava,45,CZ100002693,True
SUP002694,Supplier 002694,DE,Munich,60,DE100002694,True
SUP002695,Supplier 002695,CZ,Brno,60,CZ100002695,True
SUP002696,Supplier 002696,DE,Munich,60,DE100002696,True
SUP002697,Supplier 002697,DE,Berlin,45,DE100002697,True
SUP002698,Supplier 002698,CZ,Ostrava,14,CZ100002698,True
SUP002699,Supplier 002699,DE,Munich,14,DE100002699,True
SUP002700,Supplier 002700,AT,Vienna,60,AT100002700,True
SUP002701,Supplier 002701,DE,Berlin,14,DE100002701,True
SUP002702,Supplier 002702,DE,Munich,45,DE100002702,True
SUP002703,Supplier 002703,CZ,Ostrava,60,CZ100002703,True
SUP002704,Supplier 002704,CZ,Brno,60,CZ100002704,True
SUP002705,Supplier 002705,SK,Bratislava,60,SK100002705,True
SUP002706,Supplier 002706,CZ,Ostrava,60,CZ100002706,True
SUP002707,Supplier 002707,CZ,Brno,30,CZ100002707,True
SUP002708,Supplier 002708,AT,Vienna,30,AT100002708,True
SUP002709,Supplier 002709,CZ,Brno,60,CZ100002709,True
SUP002710,Supplier 002710,DE,Munich,14,DE100002710,True
SUP002711,Supplier 002711,CZ,Prague,14,CZ100002711,True
SUP002712,Supplier 002712,CZ,Brno,45,CZ100002712,True
SUP002713,Supplier 002713,PL,Warsaw,14,PL100002713,True
SUP002714,Supplier 002714,PL,Warsaw,30,PL100002714,True
SUP002715,Supplier 002715,CZ,Prague,14,CZ100002715,True
SUP002716,Supplier 002716,AT,Vienna,45,AT100002716,True
SUP002717,Supplier 002717,CZ,Ostrava,45,CZ100002717,True
SUP002718,Supplier 002718,AT,Vienna,14,AT100002718,True
SUP002719,Supplier 002719,PL,Warsaw,60,PL100002719,True
SUP002720,Supplier 002720,AT,Vienna,60,AT100002720,True
SUP002721,Supplier 002721,CZ,Brno,30,CZ100002721,True
SUP002722,Supplier 002722,CZ,Prague,60,CZ100002722,True
SUP002723,Supplier 002723,PL,Warsaw,14,PL100002723,True
SUP002724,Supplier 002724,DE,Berlin,45,DE100002724,True
SUP002725,Supplier 002725,DE,Munich,60,DE100002725,True
SUP002726,Supplier 002726,CZ,Prague,14,CZ100002726,True
SUP002727,Supplier 002727,DE,Berlin,45,DE100002727,True
SUP002728,Supplier 002728,CZ,Brno,60,CZ100002728,True
SUP002729,Supplier 002729,DE,Munich,30,DE100002729,True
SUP002730,Supplier 002730,CZ,Ostrava,14,CZ100002730,True
SUP002731,Supplier 002731,AT,Vienna,30,AT100002731,True
SUP002732,Supplier 002732,DE,Munich,60,DE100002732,True
SUP002733,Supplier 002733,CZ,Brno,45,CZ100002733,True
SUP002734,Supplier 002734,PL,Warsaw,14,PL100002734,True
SUP002735,Supplier 002735,PL,Warsaw,30,PL100002735,True
SUP002736,Supplier 002736,CZ,Ostrava,14,CZ100002736,True
SUP002737,Supplier 002737,SK,Bratislava,14,SK100002737,True
SUP002738,Supplier 002738,SK,Bratislava,60,SK100002738,True
SUP002739,Supplier 002739,AT,Vienna,14,AT100002739,True
SUP002740,Supplier 002740,DE,Munich,60,DE100002740,True
SUP002741,Supplier 002741,PL,Warsaw,14,PL100002741,True
SUP002742,Supplier 002742,CZ,Prague,45,CZ100002742,True
SUP002743,Supplier 002743,CZ,Prague,45,CZ100002743,True
SUP002744,Supplier 002744,CZ,Prague,60,CZ100002744,True
SUP002745,Supplier 002745,CZ,Brno,30,CZ100002745,True
SUP002746,Supplier 002746,PL,Warsaw,30,PL100002746,True
SUP002747,Supplier 002747,SK,Bratislava,14,SK100002747,True
SUP002748,Supplier 002748,CZ,Prague,30,CZ100002748,True
SUP002749,Supplier 002749,PL,Warsaw,14,PL100002749,True
SUP002750,Supplier 002750,PL,Warsaw,14,PL100002750,True
SUP002751,Supplier 002751,SK,Bratislava,30,SK100002751,True
SUP002752,Supplier 002752,CZ,Prague,30,CZ100002752,True
SUP002753,Supplier 002753,CZ,Prague,45,CZ100002753,True
SUP002754,Supplier 002754,CZ,Brno,60,CZ100002754,True
SUP002755,Supplier 002755,CZ,Ostrava,14,CZ100002755,True
SUP002756,Supplier 002756,CZ,Brno,14,CZ100002756,True
SUP002757,Supplier 002757,PL,Warsaw,30,PL100002757,True
SUP002758,Supplier 002758,CZ,Brno,30,CZ100002758,True
SUP002759,Supplier 002759,AT,Vienna,45,AT100002759,True
SUP002760,Supplier 002760,AT,Vienna,45,AT100002760,True
SUP002761,Supplier 002761,CZ,Brno,30,CZ100002761,True
SUP002762,Supplier 002762,DE,Berlin,30,DE100002762,True
SUP002763,Supplier 002763,CZ,Prague,30,CZ100002763,True
SUP002764,Supplier 002764,DE,Berlin,14,DE100002764,True
SUP002765,Supplier 002765,CZ,Brno,45,CZ100002765,True
SUP002766,Supplier 002766,CZ,Ostrava,60,CZ100002766,True
SUP002767,Supplier 002767,CZ,Ostrava,45,CZ100002767,True
SUP002768,Supplier 002768,CZ,Ostrava,60,CZ100002768,True
SUP002769,Supplier 002769,SK,Bratislava,14,SK100002769,True
SUP002770,Supplier 002770,CZ,Ostrava,14,CZ100002770,True
SUP002771,Supplier 002771,AT,Vienna,30,AT100002771,True
SUP002772,Supplier 002772,CZ,Prague,60,CZ100002772,True
SUP002773,Supplier 002773,CZ,Brno,14,CZ100002773,True
SUP002774,Supplier 002774,CZ,Prague,30,CZ100002774,True
SUP002775,Supplier 002775,CZ,Brno,45,CZ100002775,True
SUP002776,Supplier 002776,AT,Vienna,60,AT100002776,True
SUP002777,Supplier 002777,CZ,Ostrava,30,CZ100002777,True
SUP002778,Supplier 002778,CZ,Ostrava,45,CZ100002778,True
SUP002779,Supplier 002779,PL,Warsaw,60,PL100002779,True
SUP002780,Supplier 002780,SK,Bratislava,30,SK100002780,True
SUP002781,Supplier 002781,CZ,Prague,30,CZ100002781,True
SUP002782,Supplier 002782,PL,Warsaw,14,PL100002782,True
SUP002783,Supplier 002783,DE,Munich,45,DE100002783,True
SUP002784,Supplier 002784,AT,Vienna,14,AT100002784,True
SUP002785,Supplier 002785,SK,Bratislava,30,SK100002785,True
